T319 interpolated from 1x1
  694.61  694.47  694.38  694.18  694.13  693.88  693.81  693.63  693.50  693.36
  693.16  693.08  692.82  692.75  692.51  692.39  692.20  692.01  691.89  691.63
  691.56  691.25  691.16  690.92  690.74  690.57  690.32  690.22  689.88  689.80
  689.50  689.35  689.12  688.89  688.74  688.41  688.33  687.95  687.84  687.55
  687.35  687.14  686.84  686.72  686.32  686.23  685.87  685.70  685.43  685.16
  684.99  684.62  684.53  684.10  683.98  683.65  683.42  683.19  682.86  682.73
  682.30  682.19  681.81  681.63  681.35  681.06  680.88  680.50  680.39  679.96
  679.83  679.50  679.27  679.04  678.71  678.58  678.16  678.05  677.68  677.51
  677.24  676.97  676.80  676.44  676.35  675.95  675.83  675.53  675.33  675.12
  674.84  674.73  674.36  674.28  673.96  673.82  673.59  673.37  673.23  672.94
  672.86  672.55  672.46  672.23  672.08  671.92  671.70  671.62  671.36  671.30
  671.07  670.97  670.81  670.66  670.57  670.39  670.34  670.13  670.07  669.93
  669.84  669.75  669.63  669.58  669.43  669.40  669.28  669.23  669.15  669.08
  669.04  668.96  668.94  668.85  668.83  668.77  668.74  668.71  668.67  668.66
  668.62  668.62  668.59  668.58  668.57  668.56  668.56  668.57  668.57  668.58
  668.58  668.59  668.61  668.62  668.64  668.65  668.69  668.70  668.74  668.76
  668.79  668.83  668.85  668.90  668.91  668.97  668.99  669.04  669.08  669.11
  669.16  669.18  669.25  669.26  669.32  669.35  669.40  669.44  669.47  669.53
  669.54  669.61  669.63  669.68  669.72  669.75  669.80  669.82  669.88  669.89
  669.94  669.96  670.00  670.03  670.05  670.09  670.10  670.15  670.16  670.19
  670.21  670.23  670.25  670.26  670.29  670.30  670.32  670.33  670.34  670.35
  670.35  670.36  670.36  670.37  670.37  670.38  670.38  670.37  670.37  670.37
  670.36  670.36  670.35  670.34  670.33  670.32  670.31  670.29  670.29  670.26
  670.25  670.23  670.22  670.20  670.18  670.17  670.13  670.12  670.09  670.07
  670.05  670.03  670.01  669.97  669.96  669.92  669.91  669.87  669.85  669.82
  669.79  669.78  669.73  669.72  669.68  669.66  669.63  669.60  669.58  669.54
  669.53  669.49  669.48  669.44  669.42  669.40  669.36  669.35  669.31  669.30
  669.27  669.25  669.23  669.21  669.19  669.17  669.16  669.13  669.12  669.10
  669.09  669.08  669.07  669.06  669.04  669.04  669.02  669.02  669.01  669.01
  669.01  669.01  669.01  669.01  669.01  669.02  669.03  669.04  669.05  669.06
  669.09  669.10  669.12  669.14  669.16  669.19  669.21  669.25  669.26  669.32
  669.34  669.39  669.43  669.46  669.52  669.54  669.63  669.65  669.73  669.77
  669.84  669.91  669.95  670.05  670.08  670.20  670.24  670.34  670.41  670.48
  670.59  670.63  670.79  670.83  670.97  671.04  671.14  671.26  671.33  671.49
  671.53  671.72  671.78  671.92  672.03  672.14  672.30  672.36  672.58  672.63
  672.82  672.91  673.06  673.21  673.30  673.51  673.56  673.80  673.87  674.06
  674.19  674.32  674.52  674.59  674.84  674.90  675.13  675.24  675.41  675.58
  675.69  675.92  675.99  676.25  676.33  676.54  676.68  676.82  677.03  677.11
  677.37  677.44  677.68  677.79  677.96  678.14  678.25  678.49  678.56  678.82
  678.90  679.11  679.25  679.39  679.59  679.67  679.93  680.00  680.23  680.34
  680.51  680.68  680.79  681.02  681.09  681.35  681.42  681.62  681.76  681.89
  682.09  682.17  682.43  682.48  682.71  682.82  682.98  683.15  683.25  683.48
  683.53  683.79  683.86  684.06  684.19  684.32  684.52  684.59  684.85  684.90
  685.13  685.23  685.39  685.56  685.66  685.89  685.94  686.20  686.27  686.46
  686.60  686.73  686.93  687.00  687.25  687.30  687.53  687.63  687.79  687.96
  688.06  688.28  688.33  688.58  688.65  688.84  688.97  689.10  689.29  689.36
