 T159 interpolated from 1x1
  695.85  695.55  695.25  694.94  694.64  694.32  694.00  693.67  693.31  692.95
  692.61  692.25  691.88  691.51  691.12  690.73  690.30  689.87  689.43  688.99
  688.53  688.06  687.57  687.06  686.51  685.94  685.38  684.81  684.22  683.61
  683.00  682.37  681.70  681.02  680.37  679.71  679.05  678.40  677.74  677.09
  676.43  675.77  675.15  674.55  673.97  673.41  672.87  672.35  671.82  671.33
  670.88  670.46  670.06  669.68  669.33  669.01  668.69  668.40  668.16  667.92
  667.71  667.53  667.36  667.21  667.08  666.96  666.87  666.79  666.72  666.68
  666.64  666.62  666.60  666.60  666.62  666.64  666.67  666.70  666.75  666.80
  666.86  666.93  667.00  667.07  667.14  667.22  667.29  667.37  667.45  667.53
  667.61  667.68  667.75  667.82  667.88  667.93  667.99  668.04  668.08  668.11
  668.13  668.15  668.16  668.17  668.17  668.15  668.13  668.11  668.09  668.05
  668.01  667.97  667.92  667.87  667.82  667.77  667.71  667.66  667.60  667.54
  667.48  667.42  667.36  667.30  667.24  667.18  667.12  667.05  666.98  666.91
  666.84  666.78  666.70  666.63  666.56  666.49  666.41  666.34  666.27  666.21
  666.14  666.09  666.03  665.98  665.93  665.90  665.87  665.85  665.84  665.83
  665.84  665.84  665.87  665.90  665.94  665.99  666.05  666.11  666.19  666.28
  666.39  666.50  666.62  666.76  666.91  667.06  667.24  667.43  667.64  667.88
  668.11  668.36  668.64  668.93  669.23  669.55  669.91  670.28  670.65  671.03
  671.42  671.83  672.24  672.65  673.10  673.54  673.96  674.38  674.79  675.20
  675.60  675.99  676.38  676.78  677.14  677.48  677.82  678.15  678.47  678.78
  679.10  679.42  679.71  680.00  680.29  680.58  680.87  681.16  681.46  681.78
  682.08  682.39  682.70  683.01  683.34  683.67  684.02  684.38  684.73  685.09
  685.45  685.82  686.19  686.57  686.97  687.39  687.77  688.17  688.56  688.95
  689.35  689.74  690.16  690.56  690.94  691.32  691.69  692.04  692.39  692.73
  693.07  693.40  693.70  693.99  694.26  694.52  694.77  694.99  695.22  695.43
  695.61  695.78  695.94  696.09  696.23  696.36  696.49  696.62  696.74  696.85
  696.97  697.08  697.20  697.33  697.45  697.59  697.73  697.88  698.03  698.18
