  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.30E-04  0.30E-04  0.30E-04  0.90E-04  0.90E-04  0.90E-04  0.12E-03  0.12E-03  0.12E-03
  0.12E-03  0.12E-03  0.12E-03  0.10E-03  0.10E-03  0.10E-03  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04
  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.13E-03  0.13E-03  0.13E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03
  0.17E-03  0.17E-03  0.17E-03  0.13E-03  0.13E-03  0.13E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.20E-03  0.20E-03  0.20E-03
  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.36E-03  0.36E-03  0.36E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03
  0.42E-03  0.42E-03  0.42E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.19E-03  0.19E-03  0.19E-03  0.12E-03  0.12E-03  0.12E-03
  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.30E-04  0.30E-04  0.30E-04
  0.90E-04  0.90E-04  0.90E-04  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.10E-03  0.10E-03  0.10E-03  0.80E-04  0.80E-04  0.80E-04
  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.13E-03  0.13E-03  0.13E-03
  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.17E-03  0.17E-03  0.17E-03  0.13E-03  0.13E-03  0.13E-03  0.15E-03  0.15E-03  0.15E-03
