Cumulative emissions of NOx from lightning
t top of cloud (16km) 100% of NOx has been
emitted into the column. At surface (0km) 0%
of NOx has been emitted into the column.
O. A. Sovde, August 2011
Taken from Table 2, Pickering et al., JGR, 1998
 
 For subtropics I use midlatitude  
------------------------------------------------------
     Tropical     Tropical  Midlatitude  Subtropical  
       Marine  Continental  Continental  Continental  
------------------------------------------------------
      19.7688      18.4617      36.1530      36.1530
      19.7810      18.4773      36.1721      36.1721
      19.7932      18.4929      36.1911      36.1911
      19.8053      18.5084      36.2102      36.2102
      19.8175      18.5240      36.2293      36.2293
      19.8297      18.5396      36.2483      36.2483
      19.8419      18.5552      36.2674      36.2674
      19.8541      18.5708      36.2865      36.2865
      19.8662      18.5863      36.3055      36.3055
      19.8784      18.6019      36.3246      36.3246
      19.8906      18.6175      36.3437      36.3437
      19.9028      18.6331      36.3627      36.3627
      19.9150      18.6487      36.3818      36.3818
      19.9272      18.6643      36.4009      36.4009
      19.9393      18.6798      36.4199      36.4199
      19.9515      18.6954      36.4390      36.4390
      19.9637      18.7110      36.4581      36.4581
      19.9759      18.7266      36.4772      36.4772
      19.9881      18.7422      36.4962      36.4962
      20.0003      18.7577      36.5153      36.5153
      20.0124      18.7733      36.5344      36.5344
      20.0246      18.7889      36.5534      36.5534
      20.0368      18.8045      36.5725      36.5725
      20.0490      18.8201      36.5916      36.5916
      20.0612      18.8356      36.6106      36.6106
      20.0733      18.8512      36.6297      36.6297
      20.0855      18.8668      36.6488      36.6488
      20.0977      18.8824      36.6678      36.6678
      20.1099      18.8980      36.6869      36.6869
      20.1221      18.9135      36.7060      36.7060
      20.1343      18.9291      36.7250      36.7250
      20.1464      18.9447      36.7441      36.7441
      20.1586      18.9603      36.7632      36.7632
      20.1708      18.9759      36.7822      36.7822
      20.1830      18.9915      36.8013      36.8013
      20.1952      19.0070      36.8204      36.8204
      20.2074      19.0226      36.8394      36.8394
      20.2195      19.0382      36.8585      36.8585
      20.2317      19.0538      36.8776      36.8776
      20.2510      19.0745      36.8970      36.8970
      20.2833      19.1046      36.9171      36.9171
      20.3156      19.1347      36.9373      36.9373
      20.3479      19.1649      36.9574      36.9574
      20.3802      19.1950      36.9775      36.9775
      20.4126      19.2251      36.9977      36.9977
      20.4449      19.2552      37.0178      37.0178
      20.4772      19.2854      37.0379      37.0379
      20.5095      19.3155      37.0580      37.0580
      20.5418      19.3456      37.0782      37.0782
      20.5741      19.3757      37.0983      37.0983
      20.6064      19.4058      37.1184      37.1184
      20.6387      19.4360      37.1386      37.1386
      20.6710      19.4661      37.1587      37.1587
      20.7033      19.4962      37.1788      37.1788
      20.7357      19.5263      37.1989      37.1989
      20.7680      19.5565      37.2191      37.2191
      20.8003      19.5866      37.2392      37.2392
      20.8326      19.6167      37.2593      37.2593
      20.8649      19.6468      37.2794      37.2794
      20.8972      19.6770      37.2996      37.2996
      20.9295      19.7071      37.3197      37.3197
      20.9618      19.7372      37.3398      37.3398
      20.9941      19.7673      37.3600      37.3600
      21.0264      19.7975      37.3801      37.3801
      21.0588      19.8276      37.4002      37.4002
      21.0911      19.8577      37.4203      37.4203
      21.1234      19.8878      37.4405      37.4405
      21.1557      19.9179      37.4606      37.4606
      21.1880      19.9481      37.4807      37.4807
      21.2203      19.9782      37.5008      37.5008
      21.2526      20.0083      37.5210      37.5210
      21.2849      20.0384      37.5411      37.5411
      21.3172      20.0686      37.5612      37.5612
      21.3495      20.0987      37.5814      37.5814
      21.3819      20.1288      37.6015      37.6015
      21.4142      20.1589      37.6216      37.6216
      21.4465      20.1891      37.6417      37.6417
      21.4788      20.2192      37.6619      37.6619
      21.5111      20.2493      37.6820      37.6820
      21.5434      20.2794      37.7021      37.7021
      21.5757      20.3095      37.7222      37.7222
      21.6080      20.3397      37.7424      37.7424
      21.6403      20.3698      37.7625      37.7625
      21.6726      20.3999      37.7826      37.7826
      21.7050      20.4300      37.8028      37.8028
      21.7373      20.4602      37.8229      37.8229
      21.7696      20.4903      37.8430      37.8430
      21.8019      20.5204      37.8631      37.8631
      21.8342      20.5505      37.8833      37.8833
      21.8665      20.5807      37.9034      37.9034
      21.8988      20.6108      37.9235      37.9235
      21.9311      20.6409      37.9436      37.9436
      21.9634      20.6710      37.9638      37.9638
      21.9957      20.7012      37.9839      37.9839
      22.0280      20.7313      38.0040      38.0040
      22.0604      20.7614      38.0242      38.0242
      22.0927      20.7915      38.0443      38.0443
      22.1250      20.8216      38.0644      38.0644
      22.1573      20.8518      38.0845      38.0845
      22.1896      20.8819      38.1047      38.1047
      22.2219      20.9120      38.1248      38.1248
      22.2542      20.9421      38.1449      38.1449
      22.2865      20.9723      38.1651      38.1651
      22.3188      21.0024      38.1852      38.1852
      22.3511      21.0325      38.2053      38.2053
      22.3835      21.0626      38.2254      38.2254
      22.4158      21.0928      38.2456      38.2456
      22.4481      21.1229      38.2657      38.2657
      22.4804      21.1530      38.2858      38.2858
      22.5127      21.1831      38.3059      38.3059
      22.5450      21.2133      38.3261      38.3261
      22.5773      21.2434      38.3462      38.3462
      22.6096      21.2735      38.3663      38.3663
      22.6419      21.3036      38.3865      38.3865
      22.6742      21.3337      38.4066      38.4066
      22.7066      21.3639      38.4267      38.4267
      22.7389      21.3940      38.4468      38.4468
      22.7712      21.4241      38.4670      38.4670
      22.8035      21.4542      38.4871      38.4871
      22.8358      21.4844      38.5072      38.5072
      22.8681      21.5145      38.5273      38.5273
      22.9004      21.5446      38.5475      38.5475
      22.9327      21.5747      38.5676      38.5676
      22.9650      21.6049      38.5877      38.5877
      22.9973      21.6350      38.6079      38.6079
      23.0297      21.6651      38.6280      38.6280
      23.0620      21.6952      38.6481      38.6481
      23.0943      21.7253      38.6682      38.6682
      23.1266      21.7555      38.6884      38.6884
      23.1589      21.7856      38.7085      38.7085
      23.1912      21.8157      38.7286      38.7286
      23.2235      21.8458      38.7487      38.7487
      23.2558      21.8760      38.7689      38.7689
      23.2881      21.9061      38.7890      38.7890
      23.3204      21.9362      38.8091      38.8091
      23.3528      21.9663      38.8293      38.8293
      23.3851      21.9965      38.8494      38.8494
      23.4174      22.0266      38.8695      38.8695
      23.4497      22.0567      38.8896      38.8896
      23.4820      22.0868      38.9098      38.9098
      23.5143      22.1169      38.9299      38.9299
      23.5466      22.1471      38.9500      38.9500
      23.5789      22.1772      38.9701      38.9701
      23.6112      22.2073      38.9903      38.9903
      23.6435      22.2374      39.0104      39.0104
      23.6759      22.2676      39.0305      39.0305
      23.7082      22.2977      39.0507      39.0507
      23.7405      22.3278      39.0708      39.0708
      23.7728      22.3579      39.0909      39.0909
      23.8051      22.3881      39.1110      39.1110
      23.8374      22.4182      39.1312      39.1312
      23.8697      22.4483      39.1513      39.1513
      23.9020      22.4784      39.1714      39.1714
      23.9343      22.5086      39.1916      39.1916
      23.9666      22.5387      39.2117      39.2117
      23.9989      22.5688      39.2318      39.2318
      24.0313      22.5989      39.2519      39.2519
      24.0636      22.6290      39.2721      39.2721
      24.0959      22.6592      39.2922      39.2922
      24.1282      22.6893      39.3123      39.3123
      24.1605      22.7194      39.3324      39.3324
      24.1928      22.7495      39.3526      39.3526
      24.2251      22.7797      39.3727      39.3727
      24.2574      22.8098      39.3928      39.3928
      24.2897      22.8399      39.4130      39.4130
      24.3220      22.8700      39.4331      39.4331
      24.3544      22.9002      39.4532      39.4532
      24.3867      22.9303      39.4733      39.4733
      24.4190      22.9604      39.4935      39.4935
      24.4513      22.9905      39.5136      39.5136
      24.4836      23.0207      39.5337      39.5337
      24.5159      23.0508      39.5538      39.5538
      24.5482      23.0809      39.5740      39.5740
      24.5805      23.1110      39.5941      39.5941
      24.6128      23.1411      39.6142      39.6142
      24.6451      23.1713      39.6344      39.6344
      24.6775      23.2014      39.6545      39.6545
      24.7098      23.2315      39.6746      39.6746
      24.7421      23.2616      39.6947      39.6947
      24.7744      23.2918      39.7149      39.7149
      24.8067      23.3219      39.7350      39.7350
      24.8390      23.3520      39.7551      39.7551
      24.8713      23.3821      39.7752      39.7752
      24.9036      23.4123      39.7954      39.7954
      24.9359      23.4424      39.8155      39.8155
      24.9682      23.4725      39.8356      39.8356
      25.0006      23.5026      39.8558      39.8558
      25.0329      23.5327      39.8759      39.8759
      25.0652      23.5629      39.8960      39.8960
      25.0975      23.5930      39.9161      39.9161
      25.1298      23.6231      39.9363      39.9363
      25.1621      23.6532      39.9564      39.9564
      25.1944      23.6834      39.9765      39.9765
      25.2267      23.7135      39.9966      39.9966
      25.2590      23.7436      40.0168      40.0168
      25.2913      23.7737      40.0369      40.0369
      25.3237      23.8039      40.0570      40.0570
      25.3560      23.8340      40.0772      40.0772
      25.3883      23.8641      40.0973      40.0973
      25.4206      23.8942      40.1174      40.1174
      25.4529      23.9243      40.1375      40.1375
      25.4852      23.9545      40.1577      40.1577
      25.5175      23.9846      40.1778      40.1778
      25.5498      24.0147      40.1979      40.1979
      25.5821      24.0448      40.2180      40.2180
      25.6144      24.0750      40.2382      40.2382
      25.6468      24.1051      40.2583      40.2583
      25.6791      24.1352      40.2784      40.2784
      25.7114      24.1653      40.2986      40.2986
      25.7437      24.1955      40.3187      40.3187
      25.7760      24.2256      40.3388      40.3388
      25.8083      24.2557      40.3589      40.3589
      25.8406      24.2858      40.3791      40.3791
      25.8729      24.3160      40.3992      40.3992
      25.9052      24.3461      40.4193      40.4193
      25.9375      24.3762      40.4395      40.4395
      25.9698      24.4063      40.4596      40.4596
      26.0022      24.4364      40.4797      40.4797
      26.0345      24.4666      40.4998      40.4998
      26.0668      24.4967      40.5200      40.5200
      26.0991      24.5268      40.5401      40.5401
      26.1314      24.5569      40.5602      40.5602
      26.1637      24.5871      40.5803      40.5803
      26.1960      24.6172      40.6005      40.6005
      26.2283      24.6473      40.6206      40.6206
      26.2606      24.6774      40.6407      40.6407
      26.2929      24.7076      40.6609      40.6609
      26.3317      24.7388      40.6820      40.6820
      26.4191      24.7783      40.7106      40.7106
      26.5065      24.8177      40.7392      40.7392
      26.5939      24.8572      40.7678      40.7678
      26.6813      24.8967      40.7964      40.7964
      26.7687      24.9361      40.8250      40.8250
      26.8561      24.9756      40.8536      40.8536
      26.9435      25.0151      40.8822      40.8822
      27.0309      25.0546      40.9108      40.9108
      27.1183      25.0940      40.9394      40.9394
      27.2057      25.1335      40.9680      40.9680
      27.2931      25.1730      40.9966      40.9966
      27.3805      25.2124      41.0252      41.0252
      27.4679      25.2519      41.0538      41.0538
      27.5553      25.2914      41.0824      41.0824
      27.6427      25.3309      41.1110      41.1110
      27.7301      25.3703      41.1396      41.1396
      27.8175      25.4098      41.1682      41.1682
      27.9048      25.4493      41.1968      41.1968
      27.9923      25.4887      41.2254      41.2254
      28.0797      25.5282      41.2540      41.2540
      28.1670      25.5677      41.2826      41.2826
      28.2544      25.6072      41.3112      41.3112
      28.3418      25.6466      41.3398      41.3398
      28.4292      25.6861      41.3684      41.3684
      28.5166      25.7256      41.3970      41.3970
      28.6040      25.7651      41.4256      41.4256
      28.6914      25.8045      41.4542      41.4542
      28.7788      25.8440      41.4828      41.4828
      28.8662      25.8835      41.5114      41.5114
      28.9536      25.9229      41.5400      41.5400
      29.0410      25.9624      41.5686      41.5686
      29.1284      26.0019      41.5972      41.5972
      29.2158      26.0414      41.6258      41.6258
      29.3032      26.0808      41.6544      41.6544
      29.3906      26.1203      41.6831      41.6831
      29.4780      26.1598      41.7117      41.7117
      29.5654      26.1992      41.7403      41.7403
      29.6528      26.2387      41.7689      41.7689
      29.7402      26.2782      41.7975      41.7975
      29.8276      26.3177      41.8261      41.8261
      29.9149      26.3571      41.8547      41.8547
      30.0023      26.3966      41.8833      41.8833
      30.0897      26.4361      41.9119      41.9119
      30.1771      26.4755      41.9405      41.9405
      30.2645      26.5150      41.9691      41.9691
      30.3519      26.5545      41.9977      41.9977
      30.4393      26.5940      42.0263      42.0263
      30.5267      26.6334      42.0549      42.0549
      30.6141      26.6729      42.0835      42.0835
      30.7015      26.7124      42.1121      42.1121
      30.7889      26.7519      42.1407      42.1407
      30.8763      26.7913      42.1693      42.1693
      30.9637      26.8308      42.1979      42.1979
      31.0511      26.8703      42.2265      42.2265
      31.1385      26.9097      42.2551      42.2551
      31.2259      26.9492      42.2837      42.2837
      31.3133      26.9887      42.3123      42.3123
      31.4007      27.0282      42.3409      42.3409
      31.4881      27.0676      42.3695      42.3695
      31.5755      27.1071      42.3981      42.3981
      31.6629      27.1466      42.4267      42.4267
      31.7503      27.1860      42.4553      42.4553
      31.8376      27.2255      42.4839      42.4839
      31.9250      27.2650      42.5125      42.5125
      32.0124      27.3045      42.5411      42.5411
      32.0998      27.3439      42.5697      42.5697
      32.1872      27.3834      42.5983      42.5983
      32.2746      27.4229      42.6269      42.6269
      32.3620      27.4623      42.6555      42.6555
      32.4494      27.5018      42.6841      42.6841
      32.5368      27.5413      42.7127      42.7127
      32.6242      27.5808      42.7413      42.7413
      32.7116      27.6202      42.7699      42.7699
      32.7990      27.6597      42.7985      42.7985
      32.8864      27.6992      42.8271      42.8271
      32.9738      27.7387      42.8557      42.8557
      33.0612      27.7781      42.8843      42.8843
      33.1486      27.8176      42.9129      42.9129
      33.2360      27.8571      42.9415      42.9415
      33.3234      27.8965      42.9701      42.9701
      33.4108      27.9360      42.9988      42.9988
      33.4982      27.9755      43.0274      43.0274
      33.5856      28.0150      43.0560      43.0560
      33.6729      28.0544      43.0846      43.0846
      33.7604      28.0939      43.1132      43.1132
      33.8478      28.1334      43.1418      43.1418
      33.9351      28.1728      43.1704      43.1704
      34.0225      28.2123      43.1990      43.1990
      34.1099      28.2518      43.2276      43.2276
      34.1973      28.2913      43.2562      43.2562
      34.2847      28.3307      43.2848      43.2848
      34.3721      28.3702      43.3134      43.3134
      34.4595      28.4097      43.3420      43.3420
      34.5469      28.4491      43.3706      43.3706
      34.6343      28.4886      43.3992      43.3992
      34.7217      28.5281      43.4278      43.4278
      34.8091      28.5676      43.4564      43.4564
      34.8965      28.6070      43.4850      43.4850
      34.9839      28.6465      43.5136      43.5136
      35.0713      28.6860      43.5422      43.5422
      35.1587      28.7254      43.5708      43.5708
      35.2461      28.7649      43.5994      43.5994
      35.3335      28.8044      43.6280      43.6280
      35.4209      28.8439      43.6566      43.6566
      35.5083      28.8833      43.6852      43.6852
      35.5957      28.9228      43.7138      43.7138
      35.6830      28.9623      43.7424      43.7424
      35.7704      29.0018      43.7710      43.7710
      35.8578      29.0412      43.7996      43.7996
      35.9452      29.0807      43.8282      43.8282
      36.0326      29.1202      43.8568      43.8568
      36.1200      29.1596      43.8854      43.8854
      36.2074      29.1991      43.9140      43.9140
      36.2948      29.2386      43.9426      43.9426
      36.3822      29.2781      43.9712      43.9712
      36.4696      29.3175      43.9998      43.9998
      36.5570      29.3570      44.0284      44.0284
      36.6444      29.3965      44.0570      44.0570
      36.7318      29.4359      44.0856      44.0856
      36.8192      29.4754      44.1142      44.1142
      36.9066      29.5149      44.1428      44.1428
      36.9940      29.5544      44.1714      44.1714
      37.0814      29.5938      44.2000      44.2000
      37.1688      29.6333      44.2286      44.2286
      37.2562      29.6728      44.2572      44.2572
      37.3436      29.7122      44.2858      44.2858
      37.4310      29.7517      44.3144      44.3144
      37.5184      29.7912      44.3431      44.3431
      37.6058      29.8307      44.3717      44.3717
      37.6931      29.8701      44.4003      44.4003
      37.7805      29.9096      44.4289      44.4289
      37.8679      29.9491      44.4575      44.4575
      37.9553      29.9886      44.4861      44.4861
      38.0427      30.0280      44.5147      44.5147
      38.1301      30.0675      44.5433      44.5433
      38.2175      30.1070      44.5719      44.5719
      38.3049      30.1464      44.6005      44.6005
      38.3923      30.1859      44.6291      44.6291
      38.4797      30.2254      44.6577      44.6577
      38.5671      30.2649      44.6863      44.6863
      38.6545      30.3043      44.7149      44.7149
      38.7419      30.3438      44.7435      44.7435
      38.8293      30.3833      44.7721      44.7721
      38.9167      30.4227      44.8007      44.8007
      39.0041      30.4622      44.8293      44.8293
      39.0915      30.5017      44.8579      44.8579
      39.1789      30.5412      44.8865      44.8865
      39.2663      30.5806      44.9151      44.9151
      39.3536      30.6201      44.9437      44.9437
      39.4410      30.6596      44.9723      44.9723
      39.5285      30.6990      45.0009      45.0009
      39.6158      30.7385      45.0295      45.0295
      39.7032      30.7780      45.0581      45.0581
      39.7906      30.8175      45.0867      45.0867
      39.8780      30.8569      45.1153      45.1153
      39.9654      30.8964      45.1439      45.1439
      40.0528      30.9359      45.1725      45.1725
      40.1402      30.9754      45.2011      45.2011
      40.2276      31.0148      45.2297      45.2297
      40.3150      31.0543      45.2583      45.2583
      40.4024      31.0938      45.2869      45.2869
      40.4898      31.1332      45.3155      45.3155
      40.5772      31.1727      45.3441      45.3441
      40.6646      31.2122      45.3727      45.3727
      40.7520      31.2516      45.4013      45.4013
      40.8394      31.2911      45.4299      45.4299
      40.9268      31.3306      45.4585      45.4585
      41.0142      31.3701      45.4871      45.4871
      41.1016      31.4095      45.5157      45.5157
      41.1890      31.4490      45.5443      45.5443
      41.2764      31.4885      45.5729      45.5729
      41.3638      31.5280      45.6015      45.6015
      41.4512      31.5674      45.6302      45.6302
      41.5385      31.6069      45.6587      45.6587
      41.6259      31.6464      45.6874      45.6874
      41.7133      31.6858      45.7160      45.7160
      41.8007      31.7253      45.7446      45.7446
      41.8881      31.7648      45.7732      45.7732
      41.9755      31.8043      45.8018      45.8018
      42.0629      31.8437      45.8304      45.8304
      42.1503      31.8832      45.8590      45.8590
      42.2377      31.9227      45.8876      45.8876
      42.3251      31.9622      45.9162      45.9162
      42.4125      32.0016      45.9448      45.9448
      42.4999      32.0411      45.9734      45.9734
      42.5873      32.0806      46.0020      46.0020
      42.6747      32.1200      46.0306      46.0306
      42.7621      32.1595      46.0592      46.0592
      42.8383      32.2082      46.0934      46.0934
      42.9129      32.2580      46.1283      46.1283
      42.9876      32.3079      46.1633      46.1633
      43.0623      32.3577      46.1983      46.1983
      43.1370      32.4076      46.2332      46.2332
      43.2117      32.4574      46.2682      46.2682
      43.2864      32.5073      46.3031      46.3031
      43.3610      32.5572      46.3381      46.3381
      43.4357      32.6070      46.3731      46.3731
      43.5104      32.6569      46.4080      46.4080
      43.5851      32.7067      46.4430      46.4430
      43.6598      32.7566      46.4779      46.4779
      43.7345      32.8065      46.5129      46.5129
      43.8091      32.8563      46.5478      46.5478
      43.8838      32.9062      46.5828      46.5828
      43.9585      32.9560      46.6178      46.6178
      44.0332      33.0059      46.6527      46.6527
      44.1079      33.0558      46.6877      46.6877
      44.1826      33.1056      46.7226      46.7226
      44.2572      33.1555      46.7576      46.7576
      44.3319      33.2053      46.7926      46.7926
      44.4066      33.2552      46.8275      46.8275
      44.4813      33.3051      46.8625      46.8625
      44.5560      33.3549      46.8974      46.8974
      44.6307      33.4048      46.9324      46.9324
      44.7054      33.4546      46.9674      46.9674
      44.7800      33.5045      47.0023      47.0023
      44.8547      33.5543      47.0373      47.0373
      44.9294      33.6042      47.0722      47.0722
      45.0041      33.6541      47.1072      47.1072
      45.0788      33.7039      47.1421      47.1421
      45.1535      33.7538      47.1771      47.1771
      45.2281      33.8036      47.2121      47.2121
      45.3028      33.8535      47.2470      47.2470
      45.3775      33.9034      47.2820      47.2820
      45.4522      33.9532      47.3169      47.3169
      45.5269      34.0031      47.3519      47.3519
      45.6015      34.0529      47.3868      47.3868
      45.6762      34.1028      47.4218      47.4218
      45.7509      34.1527      47.4568      47.4568
      45.8256      34.2025      47.4917      47.4917
      45.9003      34.2524      47.5267      47.5267
      45.9750      34.3022      47.5616      47.5616
      46.0496      34.3521      47.5966      47.5966
      46.1243      34.4020      47.6316      47.6316
      46.1990      34.4518      47.6665      47.6665
      46.2737      34.5017      47.7015      47.7015
      46.3484      34.5515      47.7364      47.7364
      46.4231      34.6014      47.7714      47.7714
      46.4978      34.6513      47.8063      47.8063
      46.5724      34.7011      47.8413      47.8413
      46.6471      34.7510      47.8763      47.8763
      46.7218      34.8008      47.9112      47.9112
      46.7965      34.8507      47.9462      47.9462
      46.8712      34.9005      47.9811      47.9811
      46.9458      34.9504      48.0161      48.0161
      47.0205      35.0003      48.0511      48.0511
      47.0952      35.0501      48.0860      48.0860
      47.1699      35.1000      48.1210      48.1210
      47.2446      35.1499      48.1559      48.1559
      47.3193      35.1997      48.1909      48.1909
      47.3939      35.2496      48.2258      48.2258
      47.4686      35.2994      48.2608      48.2608
      47.5433      35.3493      48.2958      48.2958
      47.6180      35.3991      48.3307      48.3307
      47.6927      35.4490      48.3657      48.3657
      47.7674      35.4989      48.4006      48.4006
      47.8421      35.5487      48.4356      48.4356
      47.9167      35.5986      48.4705      48.4705
      47.9914      35.6484      48.5055      48.5055
      48.0661      35.6983      48.5405      48.5405
      48.1408      35.7482      48.5754      48.5754
      48.2155      35.7980      48.6104      48.6104
      48.2901      35.8479      48.6453      48.6453
      48.3648      35.8977      48.6803      48.6803
      48.4395      35.9476      48.7153      48.7153
      48.5142      35.9974      48.7502      48.7502
      48.5889      36.0473      48.7852      48.7852
      48.6636      36.0972      48.8201      48.8201
      48.7382      36.1470      48.8551      48.8551
      48.8129      36.1969      48.8900      48.8900
      48.8876      36.2468      48.9250      48.9250
      48.9623      36.2966      48.9600      48.9600
      49.0370      36.3465      48.9949      48.9949
      49.1117      36.3963      49.0299      49.0299
      49.1863      36.4462      49.0648      49.0648
      49.2610      36.4960      49.0998      49.0998
      49.3357      36.5459      49.1348      49.1348
      49.4104      36.5958      49.1697      49.1697
      49.4851      36.6456      49.2047      49.2047
      49.5598      36.6955      49.2396      49.2396
      49.6344      36.7453      49.2746      49.2746
      49.7091      36.7952      49.3095      49.3095
      49.7838      36.8451      49.3445      49.3445
      49.8585      36.8949      49.3795      49.3795
      49.9332      36.9448      49.4144      49.4144
      50.0079      36.9946      49.4494      49.4494
      50.0826      37.0445      49.4843      49.4843
      50.1572      37.0944      49.5193      49.5193
      50.2319      37.1442      49.5543      49.5543
      50.3066      37.1941      49.5892      49.5892
      50.3813      37.2439      49.6242      49.6242
      50.4560      37.2938      49.6591      49.6591
      50.5307      37.3437      49.6941      49.6941
      50.6053      37.3935      49.7290      49.7290
      50.6800      37.4434      49.7640      49.7640
      50.7547      37.4932      49.7990      49.7990
      50.8294      37.5431      49.8339      49.8339
      50.9041      37.5930      49.8689      49.8689
      50.9788      37.6428      49.9038      49.9038
      51.0534      37.6927      49.9388      49.9388
      51.1281      37.7425      49.9737      49.9737
      51.2028      37.7924      50.0087      50.0087
      51.2775      37.8422      50.0437      50.0437
      51.3522      37.8921      50.0786      50.0786
      51.4269      37.9420      50.1136      50.1136
      51.5015      37.9918      50.1485      50.1485
      51.5762      38.0417      50.1835      50.1835
      51.6509      38.0915      50.2185      50.2185
      51.7256      38.1414      50.2534      50.2534
      51.8003      38.1913      50.2884      50.2884
      51.8750      38.2411      50.3233      50.3233
      51.9496      38.2910      50.3583      50.3583
      52.0243      38.3408      50.3932      50.3932
      52.0990      38.3907      50.4282      50.4282
      52.1737      38.4406      50.4632      50.4632
      52.2484      38.4904      50.4981      50.4981
      52.3230      38.5403      50.5331      50.5331
      52.3977      38.5901      50.5680      50.5680
      52.4724      38.6400      50.6030      50.6030
      52.5471      38.6899      50.6380      50.6380
      52.6218      38.7397      50.6729      50.6729
      52.6965      38.7896      50.7079      50.7079
      52.7712      38.8394      50.7428      50.7428
      52.8458      38.8893      50.7778      50.7778
      52.9205      38.9391      50.8127      50.8127
      52.9952      38.9890      50.8477      50.8477
      53.0699      39.0389      50.8827      50.8827
      53.1446      39.0887      50.9176      50.9176
      53.2193      39.1386      50.9526      50.9526
      53.2939      39.1885      50.9875      50.9875
      53.3686      39.2383      51.0225      51.0225
      53.4433      39.2882      51.0575      51.0575
      53.5180      39.3380      51.0924      51.0924
      53.5927      39.3879      51.1274      51.1274
      53.6673      39.4377      51.1623      51.1623
      53.7420      39.4876      51.1973      51.1973
      53.8167      39.5375      51.2322      51.2322
      53.8914      39.5873      51.2672      51.2672
      53.9661      39.6372      51.3022      51.3022
      54.0408      39.6871      51.3371      51.3371
      54.1154      39.7369      51.3721      51.3721
      54.1901      39.7868      51.4070      51.4070
      54.2648      39.8366      51.4420      51.4420
      54.3395      39.8865      51.4769      51.4769
      54.4142      39.9363      51.5119      51.5119
      54.4889      39.9862      51.5469      51.5469
      54.5636      40.0361      51.5818      51.5818
      54.6382      40.0859      51.6168      51.6168
      54.7129      40.1358      51.6517      51.6517
      54.7876      40.1856      51.6867      51.6867
      54.8623      40.2355      51.7217      51.7217
      54.9370      40.2854      51.7566      51.7566
      55.0116      40.3352      51.7916      51.7916
      55.0863      40.3851      51.8265      51.8265
      55.1610      40.4349      51.8615      51.8615
      55.2357      40.4848      51.8964      51.8964
      55.3104      40.5347      51.9314      51.9314
      55.3851      40.5845      51.9664      51.9664
      55.4598      40.6344      52.0013      52.0013
      55.5344      40.6842      52.0363      52.0363
      55.6091      40.7341      52.0712      52.0712
      55.6838      40.7840      52.1062      52.1062
      55.7585      40.8338      52.1412      52.1412
      55.8332      40.8837      52.1761      52.1761
      55.9079      40.9335      52.2111      52.2111
      55.9825      40.9834      52.2460      52.2460
      56.0572      41.0332      52.2810      52.2810
      56.1319      41.0831      52.3159      52.3159
      56.2066      41.1330      52.3509      52.3509
      56.2813      41.1828      52.3859      52.3859
      56.3560      41.2327      52.4208      52.4208
      56.4306      41.2825      52.4558      52.4558
      56.5053      41.3324      52.4907      52.4907
      56.5800      41.3823      52.5257      52.5257
      56.6547      41.4321      52.5607      52.5607
      56.7294      41.4820      52.5956      52.5956
      56.8041      41.5318      52.6306      52.6306
      56.8774      41.5847      52.6714      52.6714
      56.9499      41.6393      52.7153      52.7153
      57.0225      41.6938      52.7593      52.7593
      57.0951      41.7483      52.8032      52.8032
      57.1676      41.8029      52.8472      52.8472
      57.2402      41.8574      52.8912      52.8912
      57.3128      41.9119      52.9351      52.9351
      57.3853      41.9665      52.9791      52.9791
      57.4579      42.0210      53.0231      53.0231
      57.5305      42.0755      53.0670      53.0670
      57.6030      42.1301      53.1110      53.1110
      57.6756      42.1846      53.1549      53.1549
      57.7482      42.2391      53.1989      53.1989
      57.8207      42.2937      53.2429      53.2429
      57.8933      42.3482      53.2868      53.2868
      57.9658      42.4027      53.3308      53.3308
      58.0384      42.4573      53.3748      53.3748
      58.1110      42.5118      53.4187      53.4187
      58.1835      42.5663      53.4627      53.4627
      58.2561      42.6209      53.5066      53.5066
      58.3287      42.6754      53.5506      53.5506
      58.4012      42.7299      53.5946      53.5946
      58.4738      42.7845      53.6385      53.6385
      58.5464      42.8390      53.6825      53.6825
      58.6189      42.8935      53.7265      53.7265
      58.6915      42.9481      53.7704      53.7704
      58.7641      43.0026      53.8144      53.8144
      58.8366      43.0571      53.8583      53.8583
      58.9092      43.1117      53.9023      53.9023
      58.9817      43.1662      53.9463      53.9463
      59.0543      43.2207      53.9902      53.9902
      59.1269      43.2753      54.0342      54.0342
      59.1994      43.3298      54.0782      54.0782
      59.2720      43.3843      54.1221      54.1221
      59.3446      43.4389      54.1661      54.1661
      59.4171      43.4934      54.2100      54.2100
      59.4897      43.5479      54.2540      54.2540
      59.5623      43.6025      54.2980      54.2980
      59.6348      43.6570      54.3419      54.3419
      59.7074      43.7115      54.3859      54.3859
      59.7800      43.7661      54.4299      54.4299
      59.8525      43.8206      54.4738      54.4738
      59.9251      43.8751      54.5178      54.5178
      59.9977      43.9297      54.5618      54.5618
      60.0702      43.9842      54.6057      54.6057
      60.1428      44.0387      54.6497      54.6497
      60.2154      44.0933      54.6936      54.6936
      60.2879      44.1478      54.7376      54.7376
      60.3605      44.2023      54.7816      54.7816
      60.4330      44.2569      54.8255      54.8255
      60.5056      44.3114      54.8695      54.8695
      60.5782      44.3659      54.9134      54.9134
      60.6507      44.4205      54.9574      54.9574
