Cumulative emissions of NOx from lightning
t top of cloud (16km) 100% of NOx has been
emitted into the column. At surface (0km) 0%
of NOx has been emitted into the column.
O. A. Sovde, August 2011
Taken from Table 2, Pickering et al., JGR, 1998
 
 For subtropics I use midlatitude  
------------------------------------------------------
     Tropical     Tropical  Midlatitude  Subtropical  
       Marine  Continental  Continental  Continental  
------------------------------------------------------
      11.9947      12.4032      23.5862      23.5862
      12.0074      12.4116      23.5941      23.5941
      12.0201      12.4199      23.6021      23.6021
      12.0328      12.4282      23.6100      23.6100
      12.0456      12.4365      23.6180      23.6180
      12.0583      12.4448      23.6259      23.6259
      12.0710      12.4531      23.6339      23.6339
      12.0837      12.4614      23.6418      23.6418
      12.0964      12.4697      23.6497      23.6497
      12.1091      12.4780      23.6577      23.6577
      12.1218      12.4863      23.6656      23.6656
      12.1345      12.4946      23.6736      23.6736
      12.1473      12.5030      23.6815      23.6815
      12.1600      12.5113      23.6895      23.6895
      12.1727      12.5196      23.6974      23.6974
      12.1854      12.5279      23.7054      23.7054
      12.1981      12.5362      23.7133      23.7133
      12.2108      12.5445      23.7212      23.7212
      12.2235      12.5528      23.7292      23.7292
      12.2362      12.5611      23.7371      23.7371
      12.2489      12.5694      23.7451      23.7451
      12.2617      12.5777      23.7530      23.7530
      12.2744      12.5861      23.7610      23.7610
      12.2871      12.5944      23.7689      23.7689
      12.2998      12.6027      23.7769      23.7769
      12.3125      12.6110      23.7848      23.7848
      12.3252      12.6193      23.7928      23.7928
      12.3379      12.6276      23.8007      23.8007
      12.3506      12.6359      23.8086      23.8086
      12.3634      12.6442      23.8166      23.8166
      12.3761      12.6525      23.8245      23.8245
      12.3888      12.6608      23.8325      23.8325
      12.4015      12.6692      23.8404      23.8404
      12.4142      12.6775      23.8484      23.8484
      12.4269      12.6858      23.8563      23.8563
      12.4396      12.6941      23.8643      23.8643
      12.4523      12.7024      23.8722      23.8722
      12.4651      12.7107      23.8801      23.8801
      12.4778      12.7190      23.8881      23.8881
      12.4905      12.7273      23.8960      23.8960
      12.5032      12.7356      23.9040      23.9040
      12.5159      12.7439      23.9119      23.9119
      12.5286      12.7523      23.9199      23.9199
      12.5413      12.7606      23.9278      23.9278
      12.5540      12.7689      23.9358      23.9358
      12.5667      12.7772      23.9437      23.9437
      12.5795      12.7855      23.9517      23.9517
      12.5922      12.7938      23.9596      23.9596
      12.6049      12.8021      23.9675      23.9675
      12.6176      12.8104      23.9755      23.9755
      12.6303      12.8187      23.9834      23.9834
      12.6430      12.8270      23.9914      23.9914
      12.6557      12.8354      23.9993      23.9993
      12.6684      12.8437      24.0073      24.0073
      12.6812      12.8520      24.0152      24.0152
      12.6939      12.8603      24.0232      24.0232
      12.7066      12.8686      24.0311      24.0311
      12.7193      12.8769      24.0390      24.0390
      12.7320      12.8852      24.0470      24.0470
      12.7447      12.8935      24.0549      24.0549
      12.7574      12.9018      24.0629      24.0629
      12.7701      12.9101      24.0708      24.0708
      12.7829      12.9185      24.0788      24.0788
      12.7956      12.9268      24.0867      24.0867
      12.8083      12.9351      24.0947      24.0947
      12.8210      12.9434      24.1026      24.1026
      12.8337      12.9517      24.1106      24.1106
      12.8464      12.9600      24.1185      24.1185
      12.8591      12.9683      24.1264      24.1264
      12.8718      12.9766      24.1344      24.1344
      12.8846      12.9849      24.1423      24.1423
      12.8973      12.9932      24.1503      24.1503
      12.9100      13.0016      24.1582      24.1582
      12.9227      13.0099      24.1662      24.1662
      12.9354      13.0182      24.1741      24.1741
      12.9481      13.0265      24.1821      24.1821
      12.9608      13.0348      24.1900      24.1900
      12.9735      13.0431      24.1979      24.1979
      12.9862      13.0514      24.2059      24.2059
      12.9990      13.0597      24.2138      24.2138
      13.0117      13.0680      24.2218      24.2218
      13.0244      13.0763      24.2297      24.2297
      13.0371      13.0847      24.2377      24.2377
      13.0498      13.0930      24.2456      24.2456
      13.0625      13.1013      24.2536      24.2536
      13.0752      13.1096      24.2615      24.2615
      13.0879      13.1179      24.2695      24.2695
      13.1007      13.1262      24.2774      24.2774
      13.1134      13.1345      24.2853      24.2853
      13.1261      13.1428      24.2933      24.2933
      13.1388      13.1511      24.3012      24.3012
      13.1515      13.1594      24.3092      24.3092
      13.1642      13.1678      24.3171      24.3171
      13.1769      13.1761      24.3251      24.3251
      13.1896      13.1844      24.3330      24.3330
      13.2024      13.1927      24.3410      24.3410
      13.2151      13.2010      24.3489      24.3489
      13.2278      13.2093      24.3568      24.3568
      13.2405      13.2176      24.3648      24.3648
      13.2532      13.2259      24.3727      24.3727
      13.2659      13.2342      24.3807      24.3807
      13.2786      13.2425      24.3886      24.3886
      13.2913      13.2508      24.3966      24.3966
      13.3040      13.2592      24.4045      24.4045
      13.3168      13.2675      24.4125      24.4125
      13.3295      13.2758      24.4204      24.4204
      13.3422      13.2841      24.4284      24.4284
      13.3549      13.2924      24.4363      24.4363
      13.3676      13.3007      24.4442      24.4442
      13.3803      13.3090      24.4522      24.4522
      13.3930      13.3173      24.4601      24.4601
      13.4057      13.3256      24.4681      24.4681
      13.4185      13.3339      24.4760      24.4760
      13.4312      13.3423      24.4840      24.4840
      13.4439      13.3506      24.4919      24.4919
      13.4566      13.3589      24.4999      24.4999
      13.4693      13.3672      24.5078      24.5078
      13.4820      13.3755      24.5157      24.5157
      13.4947      13.3838      24.5237      24.5237
      13.5074      13.3921      24.5316      24.5316
      13.5202      13.4004      24.5396      24.5396
      13.5329      13.4087      24.5475      24.5475
      13.5456      13.4170      24.5555      24.5555
      13.5583      13.4254      24.5634      24.5634
      13.5710      13.4337      24.5714      24.5714
      13.5837      13.4420      24.5793      24.5793
      13.5964      13.4503      24.5873      24.5873
      13.6091      13.4586      24.5952      24.5952
      13.6219      13.4669      24.6031      24.6031
      13.6346      13.4752      24.6111      24.6111
      13.6473      13.4835      24.6190      24.6190
      13.6599      13.4917      24.6276      24.6276
      13.6716      13.4974      24.6456      24.6456
      13.6832      13.5031      24.6636      24.6636
      13.6949      13.5088      24.6816      24.6816
      13.7065      13.5145      24.6996      24.6996
      13.7182      13.5202      24.7176      24.7176
      13.7298      13.5260      24.7356      24.7356
      13.7415      13.5317      24.7536      24.7536
      13.7531      13.5374      24.7716      24.7716
      13.7648      13.5431      24.7897      24.7897
      13.7765      13.5488      24.8077      24.8077
      13.7881      13.5545      24.8257      24.8257
      13.7998      13.5602      24.8437      24.8437
      13.8114      13.5660      24.8617      24.8617
      13.8231      13.5717      24.8797      24.8797
      13.8347      13.5774      24.8977      24.8977
      13.8464      13.5831      24.9157      24.9157
      13.8580      13.5888      24.9337      24.9337
      13.8697      13.5945      24.9517      24.9517
      13.8813      13.6002      24.9697      24.9697
      13.8930      13.6059      24.9877      24.9877
      13.9046      13.6117      25.0058      25.0058
      13.9163      13.6174      25.0238      25.0238
      13.9279      13.6231      25.0418      25.0418
      13.9396      13.6288      25.0598      25.0598
      13.9512      13.6345      25.0778      25.0778
      13.9629      13.6402      25.0958      25.0958
      13.9745      13.6459      25.1138      25.1138
      13.9862      13.6516      25.1318      25.1318
      13.9979      13.6574      25.1498      25.1498
      14.0095      13.6631      25.1678      25.1678
      14.0212      13.6688      25.1858      25.1858
      14.0328      13.6745      25.2039      25.2039
      14.0445      13.6802      25.2219      25.2219
      14.0561      13.6859      25.2399      25.2399
      14.0678      13.6916      25.2579      25.2579
      14.0794      13.6974      25.2759      25.2759
      14.0911      13.7031      25.2939      25.2939
      14.1027      13.7088      25.3119      25.3119
      14.1144      13.7145      25.3299      25.3299
      14.1260      13.7202      25.3479      25.3479
      14.1377      13.7259      25.3659      25.3659
      14.1493      13.7316      25.3839      25.3839
      14.1610      13.7373      25.4019      25.4019
      14.1726      13.7431      25.4200      25.4200
      14.1843      13.7488      25.4380      25.4380
      14.1960      13.7545      25.4560      25.4560
      14.2076      13.7602      25.4740      25.4740
      14.2193      13.7659      25.4920      25.4920
      14.2309      13.7716      25.5100      25.5100
      14.2426      13.7773      25.5280      25.5280
      14.2542      13.7830      25.5460      25.5460
      14.2659      13.7888      25.5640      25.5640
      14.2775      13.7945      25.5820      25.5820
      14.2892      13.8002      25.6000      25.6000
      14.3008      13.8059      25.6181      25.6181
      14.3125      13.8116      25.6361      25.6361
      14.3241      13.8173      25.6541      25.6541
      14.3358      13.8230      25.6721      25.6721
      14.3474      13.8288      25.6901      25.6901
      14.3591      13.8345      25.7081      25.7081
      14.3707      13.8402      25.7261      25.7261
      14.3824      13.8459      25.7441      25.7441
      14.3940      13.8516      25.7621      25.7621
      14.4057      13.8573      25.7801      25.7801
      14.4174      13.8630      25.7981      25.7981
      14.4290      13.8687      25.8161      25.8161
      14.4407      13.8745      25.8342      25.8342
      14.4523      13.8802      25.8522      25.8522
      14.4640      13.8859      25.8702      25.8702
      14.4756      13.8916      25.8882      25.8882
      14.4873      13.8973      25.9062      25.9062
      14.4989      13.9030      25.9242      25.9242
      14.5106      13.9087      25.9422      25.9422
      14.5222      13.9144      25.9602      25.9602
      14.5339      13.9202      25.9782      25.9782
      14.5455      13.9259      25.9962      25.9962
      14.5572      13.9316      26.0142      26.0142
      14.5688      13.9373      26.0323      26.0323
      14.5805      13.9430      26.0503      26.0503
      14.5921      13.9487      26.0683      26.0683
      14.6038      13.9544      26.0863      26.0863
      14.6154      13.9602      26.1043      26.1043
      14.6271      13.9659      26.1223      26.1223
      14.6388      13.9716      26.1403      26.1403
      14.6504      13.9773      26.1583      26.1583
      14.6621      13.9830      26.1763      26.1763
      14.6737      13.9887      26.1943      26.1943
      14.6854      13.9944      26.2123      26.2123
      14.6970      14.0001      26.2304      26.2304
      14.7087      14.0059      26.2484      26.2484
      14.7203      14.0116      26.2664      26.2664
      14.7320      14.0173      26.2844      26.2844
      14.7436      14.0230      26.3024      26.3024
      14.7553      14.0287      26.3204      26.3204
      14.7669      14.0344      26.3384      26.3384
      14.7786      14.0401      26.3564      26.3564
      14.7902      14.0458      26.3744      26.3744
      14.8019      14.0516      26.3924      26.3924
      14.8135      14.0573      26.4104      26.4104
      14.8252      14.0630      26.4284      26.4284
      14.8369      14.0687      26.4465      26.4465
      14.8485      14.0744      26.4645      26.4645
      14.8602      14.0801      26.4825      26.4825
      14.8718      14.0858      26.5005      26.5005
      14.8835      14.0916      26.5185      26.5185
      14.8951      14.0973      26.5365      26.5365
      14.9068      14.1030      26.5545      26.5545
      14.9184      14.1087      26.5725      26.5725
      14.9301      14.1144      26.5905      26.5905
      14.9417      14.1201      26.6085      26.6085
      14.9534      14.1258      26.6265      26.6265
      14.9650      14.1315      26.6446      26.6446
      14.9767      14.1373      26.6626      26.6626
      14.9883      14.1430      26.6806      26.6806
      15.0000      14.1487      26.6986      26.6986
      15.0116      14.1544      26.7166      26.7166
      15.0233      14.1601      26.7346      26.7346
      15.0349      14.1658      26.7526      26.7526
      15.0466      14.1715      26.7706      26.7706
      15.0583      14.1772      26.7886      26.7886
      15.0699      14.1830      26.8066      26.8066
      15.0816      14.1887      26.8246      26.8246
      15.0932      14.1944      26.8426      26.8426
      15.1049      14.2001      26.8607      26.8607
      15.1165      14.2058      26.8787      26.8787
      15.1282      14.2115      26.8967      26.8967
      15.1398      14.2172      26.9147      26.9147
      15.1515      14.2230      26.9327      26.9327
      15.1631      14.2287      26.9507      26.9507
      15.1748      14.2344      26.9687      26.9687
      15.1864      14.2401      26.9867      26.9867
      15.1981      14.2458      27.0047      27.0047
      15.2097      14.2515      27.0227      27.0227
      15.2214      14.2572      27.0407      27.0407
      15.2330      14.2629      27.0588      27.0588
      15.2447      14.2687      27.0768      27.0768
      15.2563      14.2744      27.0948      27.0948
      15.2680      14.2801      27.1128      27.1128
      15.2797      14.2858      27.1308      27.1308
      15.2913      14.2915      27.1488      27.1488
      15.3030      14.2972      27.1668      27.1668
      15.3146      14.3029      27.1848      27.1848
      15.3263      14.3086      27.2028      27.2028
      15.3379      14.3144      27.2208      27.2208
      15.3496      14.3201      27.2388      27.2388
      15.3612      14.3258      27.2569      27.2569
      15.3729      14.3315      27.2749      27.2749
      15.3845      14.3372      27.2929      27.2929
      15.3962      14.3429      27.3109      27.3109
      15.4078      14.3486      27.3289      27.3289
      15.4195      14.3544      27.3469      27.3469
      15.4311      14.3601      27.3649      27.3649
      15.4428      14.3658      27.3829      27.3829
      15.4544      14.3715      27.4009      27.4009
      15.4661      14.3772      27.4189      27.4189
      15.4778      14.3829      27.4369      27.4369
      15.4894      14.3886      27.4549      27.4549
      15.5011      14.3943      27.4730      27.4730
      15.5127      14.4001      27.4910      27.4910
      15.5244      14.4058      27.5090      27.5090
      15.5360      14.4115      27.5270      27.5270
      15.5477      14.4172      27.5450      27.5450
      15.5593      14.4229      27.5630      27.5630
      15.5710      14.4286      27.5810      27.5810
      15.5826      14.4343      27.5990      27.5990
      15.5943      14.4400      27.6170      27.6170
      15.6059      14.4458      27.6350      27.6350
      15.6176      14.4515      27.6530      27.6530
      15.6292      14.4572      27.6711      27.6711
      15.6409      14.4629      27.6891      27.6891
      15.6525      14.4686      27.7071      27.7071
      15.6642      14.4743      27.7251      27.7251
      15.6758      14.4800      27.7431      27.7431
      15.6875      14.4858      27.7611      27.7611
      15.6992      14.4915      27.7791      27.7791
      15.7108      14.4972      27.7971      27.7971
      15.7225      14.5029      27.8151      27.8151
      15.7341      14.5086      27.8331      27.8331
      15.7458      14.5143      27.8511      27.8511
      15.7574      14.5200      27.8691      27.8691
      15.7691      14.5257      27.8872      27.8872
      15.7807      14.5315      27.9052      27.9052
      15.7924      14.5372      27.9232      27.9232
      15.8040      14.5429      27.9412      27.9412
      15.8157      14.5486      27.9592      27.9592
      15.8273      14.5543      27.9772      27.9772
      15.8390      14.5600      27.9952      27.9952
      15.8506      14.5657      28.0132      28.0132
      15.8619      14.5736      28.0395      28.0395
      15.8730      14.5819      28.0676      28.0676
      15.8841      14.5902      28.0957      28.0957
      15.8952      14.5985      28.1237      28.1237
      15.9063      14.6068      28.1518      28.1518
      15.9175      14.6151      28.1799      28.1799
      15.9286      14.6234      28.2079      28.2079
      15.9397      14.6318      28.2360      28.2360
      15.9508      14.6401      28.2641      28.2641
      15.9620      14.6484      28.2922      28.2922
      15.9731      14.6567      28.3202      28.3202
      15.9842      14.6650      28.3483      28.3483
      15.9953      14.6733      28.3764      28.3764
      16.0065      14.6816      28.4045      28.4045
      16.0176      14.6899      28.4325      28.4325
      16.0287      14.6982      28.4606      28.4606
      16.0398      14.7065      28.4887      28.4887
      16.0509      14.7149      28.5167      28.5167
      16.0621      14.7232      28.5448      28.5448
      16.0732      14.7315      28.5729      28.5729
      16.0843      14.7398      28.6010      28.6010
      16.0954      14.7481      28.6290      28.6290
      16.1066      14.7564      28.6571      28.6571
      16.1177      14.7647      28.6852      28.6852
      16.1288      14.7730      28.7133      28.7133
      16.1399      14.7813      28.7413      28.7413
      16.1511      14.7896      28.7694      28.7694
      16.1622      14.7980      28.7975      28.7975
      16.1733      14.8063      28.8255      28.8255
      16.1844      14.8146      28.8536      28.8536
      16.1955      14.8229      28.8817      28.8817
      16.2067      14.8312      28.9098      28.9098
      16.2178      14.8395      28.9378      28.9378
      16.2289      14.8478      28.9659      28.9659
      16.2400      14.8561      28.9940      28.9940
      16.2512      14.8644      29.0221      29.0221
      16.2623      14.8727      29.0501      29.0501
      16.2734      14.8811      29.0782      29.0782
      16.2845      14.8894      29.1063      29.1063
      16.2957      14.8977      29.1343      29.1343
      16.3068      14.9060      29.1624      29.1624
      16.3179      14.9143      29.1905      29.1905
      16.3290      14.9226      29.2186      29.2186
      16.3401      14.9309      29.2466      29.2466
      16.3513      14.9392      29.2747      29.2747
      16.3624      14.9475      29.3028      29.3028
      16.3735      14.9558      29.3309      29.3309
      16.3846      14.9642      29.3589      29.3589
      16.3958      14.9725      29.3870      29.3870
      16.4069      14.9808      29.4151      29.4151
      16.4180      14.9891      29.4431      29.4431
      16.4291      14.9974      29.4712      29.4712
      16.4403      15.0057      29.4993      29.4993
      16.4514      15.0140      29.5274      29.5274
      16.4625      15.0223      29.5554      29.5554
      16.4736      15.0306      29.5835      29.5835
      16.4847      15.0389      29.6116      29.6116
      16.4959      15.0473      29.6396      29.6396
      16.5070      15.0556      29.6677      29.6677
      16.5181      15.0639      29.6958      29.6958
      16.5292      15.0722      29.7239      29.7239
      16.5404      15.0805      29.7519      29.7519
      16.5515      15.0888      29.7800      29.7800
      16.5626      15.0971      29.8081      29.8081
      16.5737      15.1054      29.8362      29.8362
      16.5849      15.1137      29.8642      29.8642
      16.5960      15.1220      29.8923      29.8923
      16.6071      15.1304      29.9204      29.9204
      16.6182      15.1387      29.9484      29.9484
      16.6293      15.1470      29.9765      29.9765
      16.6405      15.1553      30.0046      30.0046
      16.6516      15.1636      30.0327      30.0327
      16.6627      15.1719      30.0607      30.0607
      16.6738      15.1802      30.0888      30.0888
      16.6850      15.1885      30.1169      30.1169
      16.6961      15.1968      30.1450      30.1450
      16.7072      15.2051      30.1730      30.1730
      16.7183      15.2134      30.2011      30.2011
      16.7295      15.2218      30.2292      30.2292
      16.7406      15.2301      30.2572      30.2572
      16.7517      15.2384      30.2853      30.2853
      16.7628      15.2467      30.3134      30.3134
      16.7739      15.2550      30.3415      30.3415
      16.7851      15.2633      30.3695      30.3695
      16.7962      15.2716      30.3976      30.3976
      16.8073      15.2799      30.4257      30.4257
      16.8184      15.2882      30.4537      30.4537
      16.8296      15.2965      30.4818      30.4818
      16.8407      15.3049      30.5099      30.5099
      16.8518      15.3132      30.5380      30.5380
      16.8629      15.3215      30.5660      30.5660
      16.8741      15.3298      30.5941      30.5941
      16.8852      15.3381      30.6222      30.6222
      16.8963      15.3464      30.6503      30.6503
      16.9074      15.3547      30.6783      30.6783
      16.9185      15.3630      30.7064      30.7064
      16.9297      15.3713      30.7345      30.7345
      16.9408      15.3796      30.7625      30.7625
      16.9519      15.3880      30.7906      30.7906
      16.9630      15.3963      30.8187      30.8187
      16.9742      15.4046      30.8468      30.8468
      16.9853      15.4129      30.8748      30.8748
      16.9964      15.4212      30.9029      30.9029
      17.0075      15.4295      30.9310      30.9310
      17.0187      15.4378      30.9591      30.9591
      17.0298      15.4461      30.9871      30.9871
      17.0409      15.4544      31.0152      31.0152
      17.0520      15.4627      31.0433      31.0433
      17.0631      15.4711      31.0713      31.0713
      17.0743      15.4794      31.0994      31.0994
      17.0854      15.4877      31.1275      31.1275
      17.0965      15.4960      31.1556      31.1556
      17.1076      15.5043      31.1836      31.1836
      17.1188      15.5126      31.2117      31.2117
      17.1299      15.5209      31.2398      31.2398
      17.1410      15.5292      31.2679      31.2679
      17.1521      15.5375      31.2959      31.2959
      17.1633      15.5458      31.3240      31.3240
      17.1744      15.5542      31.3521      31.3521
      17.1855      15.5625      31.3801      31.3801
      17.1966      15.5708      31.4082      31.4082
      17.2077      15.5791      31.4363      31.4363
      17.2189      15.5874      31.4644      31.4644
      17.2300      15.5957      31.4924      31.4924
      17.2411      15.6040      31.5205      31.5205
      17.2522      15.6123      31.5486      31.5486
      17.2634      15.6206      31.5766      31.5766
      17.2745      15.6289      31.6047      31.6047
      17.2856      15.6373      31.6328      31.6328
      17.2967      15.6456      31.6609      31.6609
      17.3079      15.6539      31.6889      31.6889
      17.3190      15.6622      31.7170      31.7170
      17.3301      15.6705      31.7451      31.7451
      17.3412      15.6788      31.7732      31.7732
      17.3523      15.6871      31.8012      31.8012
      17.3635      15.6954      31.8293      31.8293
      17.3746      15.7037      31.8574      31.8574
      17.3857      15.7120      31.8854      31.8854
      17.3968      15.7204      31.9135      31.9135
      17.4080      15.7287      31.9416      31.9416
      17.4191      15.7370      31.9697      31.9697
      17.4302      15.7453      31.9977      31.9977
      17.4413      15.7536      32.0258      32.0258
      17.4525      15.7619      32.0539      32.0539
      17.4636      15.7702      32.0820      32.0820
      17.4747      15.7785      32.1100      32.1100
      17.4858      15.7868      32.1381      32.1381
      17.4969      15.7951      32.1662      32.1662
      17.5081      15.8035      32.1942      32.1942
      17.5192      15.8118      32.2223      32.2223
      17.5303      15.8201      32.2504      32.2504
      17.5414      15.8284      32.2785      32.2785
      17.5526      15.8367      32.3065      32.3065
      17.5637      15.8450      32.3346      32.3346
      17.5748      15.8533      32.3627      32.3627
      17.5859      15.8616      32.3908      32.3908
      17.5971      15.8699      32.4188      32.4188
      17.6082      15.8782      32.4469      32.4469
      17.6193      15.8866      32.4750      32.4750
      17.6304      15.8949      32.5030      32.5030
      17.6415      15.9032      32.5311      32.5311
      17.6527      15.9115      32.5592      32.5592
      17.6638      15.9198      32.5873      32.5873
      17.6749      15.9281      32.6153      32.6153
      17.6860      15.9364      32.6434      32.6434
      17.6972      15.9447      32.6715      32.6715
      17.7083      15.9530      32.6995      32.6995
      17.7194      15.9613      32.7276      32.7276
      17.7305      15.9696      32.7557      32.7557
      17.7417      15.9780      32.7838      32.7838
      17.7528      15.9863      32.8118      32.8118
      17.7639      15.9946      32.8399      32.8399
      17.7750      16.0029      32.8680      32.8680
      17.7861      16.0112      32.8961      32.8961
      17.7973      16.0195      32.9241      32.9241
      17.8084      16.0278      32.9522      32.9522
      17.8195      16.0361      32.9803      32.9803
      17.8306      16.0444      33.0083      33.0083
      17.8418      16.0527      33.0364      33.0364
      17.8529      16.0611      33.0645      33.0645
      17.8640      16.0694      33.0926      33.0926
      17.8751      16.0777      33.1206      33.1206
      17.8863      16.0860      33.1487      33.1487
      17.8974      16.0943      33.1768      33.1768
      17.9085      16.1026      33.2049      33.2049
      17.9196      16.1109      33.2329      33.2329
      17.9307      16.1192      33.2610      33.2610
      17.9419      16.1275      33.2891      33.2891
      17.9536      16.1401      33.3118      33.3118
      17.9658      16.1557      33.3309      33.3309
      17.9780      16.1713      33.3500      33.3500
      17.9902      16.1869      33.3690      33.3690
      18.0023      16.2024      33.3881      33.3881
      18.0145      16.2180      33.4072      33.4072
      18.0267      16.2336      33.4263      33.4263
      18.0389      16.2492      33.4453      33.4453
      18.0511      16.2648      33.4644      33.4644
      18.0633      16.2804      33.4835      33.4835
      18.0754      16.2959      33.5025      33.5025
      18.0876      16.3115      33.5216      33.5216
      18.0998      16.3271      33.5407      33.5407
      18.1120      16.3427      33.5597      33.5597
      18.1242      16.3583      33.5788      33.5788
      18.1363      16.3738      33.5979      33.5979
      18.1485      16.3894      33.6169      33.6169
      18.1607      16.4050      33.6360      33.6360
      18.1729      16.4206      33.6551      33.6551
      18.1851      16.4362      33.6741      33.6741
      18.1973      16.4517      33.6932      33.6932
      18.2094      16.4673      33.7123      33.7123
      18.2216      16.4829      33.7313      33.7313
      18.2338      16.4985      33.7504      33.7504
      18.2460      16.5141      33.7695      33.7695
      18.2582      16.5297      33.7885      33.7885
      18.2704      16.5452      33.8076      33.8076
      18.2825      16.5608      33.8267      33.8267
      18.2947      16.5764      33.8458      33.8458
      18.3069      16.5920      33.8648      33.8648
      18.3191      16.6076      33.8839      33.8839
      18.3313      16.6231      33.9030      33.9030
      18.3434      16.6387      33.9220      33.9220
      18.3556      16.6543      33.9411      33.9411
      18.3678      16.6699      33.9602      33.9602
      18.3800      16.6855      33.9792      33.9792
      18.3922      16.7010      33.9983      33.9983
      18.4044      16.7166      34.0174      34.0174
      18.4165      16.7322      34.0364      34.0364
      18.4287      16.7478      34.0555      34.0555
      18.4409      16.7634      34.0746      34.0746
      18.4531      16.7789      34.0936      34.0936
      18.4653      16.7945      34.1127      34.1127
      18.4775      16.8101      34.1318      34.1318
      18.4896      16.8257      34.1508      34.1508
      18.5018      16.8413      34.1699      34.1699
      18.5140      16.8569      34.1890      34.1890
      18.5262      16.8724      34.2080      34.2080
      18.5384      16.8880      34.2271      34.2271
      18.5505      16.9036      34.2462      34.2462
      18.5627      16.9192      34.2653      34.2653
      18.5749      16.9348      34.2843      34.2843
      18.5871      16.9503      34.3034      34.3034
      18.5993      16.9659      34.3225      34.3225
      18.6115      16.9815      34.3415      34.3415
      18.6236      16.9971      34.3606      34.3606
      18.6358      17.0127      34.3797      34.3797
      18.6480      17.0282      34.3987      34.3987
      18.6602      17.0438      34.4178      34.4178
      18.6724      17.0594      34.4369      34.4369
      18.6846      17.0750      34.4559      34.4559
      18.6967      17.0906      34.4750      34.4750
      18.7089      17.1061      34.4941      34.4941
      18.7211      17.1217      34.5131      34.5131
      18.7333      17.1373      34.5322      34.5322
      18.7455      17.1529      34.5513      34.5513
      18.7577      17.1685      34.5703      34.5703
      18.7698      17.1841      34.5894      34.5894
      18.7820      17.1996      34.6085      34.6085
      18.7942      17.2152      34.6275      34.6275
      18.8064      17.2308      34.6466      34.6466
      18.8186      17.2464      34.6657      34.6657
      18.8307      17.2620      34.6847      34.6847
      18.8429      17.2775      34.7038      34.7038
      18.8551      17.2931      34.7229      34.7229
      18.8673      17.3087      34.7420      34.7420
      18.8795      17.3243      34.7610      34.7610
      18.8917      17.3399      34.7801      34.7801
      18.9038      17.3554      34.7992      34.7992
      18.9160      17.3710      34.8182      34.8182
      18.9282      17.3866      34.8373      34.8373
      18.9404      17.4022      34.8564      34.8564
      18.9526      17.4178      34.8754      34.8754
      18.9648      17.4334      34.8945      34.8945
      18.9769      17.4489      34.9136      34.9136
      18.9891      17.4645      34.9326      34.9326
      19.0013      17.4801      34.9517      34.9517
      19.0135      17.4957      34.9708      34.9708
      19.0257      17.5113      34.9898      34.9898
      19.0378      17.5268      35.0089      35.0089
      19.0500      17.5424      35.0280      35.0280
      19.0622      17.5580      35.0470      35.0470
      19.0744      17.5736      35.0661      35.0661
      19.0866      17.5892      35.0852      35.0852
      19.0988      17.6047      35.1042      35.1042
      19.1109      17.6203      35.1233      35.1233
      19.1231      17.6359      35.1424      35.1424
      19.1353      17.6515      35.1615      35.1615
      19.1475      17.6671      35.1805      35.1805
      19.1597      17.6826      35.1996      35.1996
      19.1719      17.6982      35.2187      35.2187
      19.1840      17.7138      35.2377      35.2377
      19.1962      17.7294      35.2568      35.2568
      19.2084      17.7450      35.2759      35.2759
      19.2206      17.7606      35.2949      35.2949
      19.2328      17.7761      35.3140      35.3140
      19.2449      17.7917      35.3331      35.3331
      19.2571      17.8073      35.3521      35.3521
      19.2693      17.8229      35.3712      35.3712
      19.2815      17.8385      35.3903      35.3903
      19.2937      17.8540      35.4093      35.4093
      19.3059      17.8696      35.4284      35.4284
      19.3180      17.8852      35.4475      35.4475
      19.3302      17.9008      35.4665      35.4665
      19.3424      17.9164      35.4856      35.4856
      19.3546      17.9319      35.5047      35.5047
      19.3668      17.9475      35.5237      35.5237
      19.3790      17.9631      35.5428      35.5428
      19.3911      17.9787      35.5619      35.5619
      19.4033      17.9943      35.5809      35.5809
      19.4155      18.0098      35.6000      35.6000
      19.4277      18.0254      35.6191      35.6191
      19.4399      18.0410      35.6382      35.6382
      19.4520      18.0566      35.6572      35.6572
      19.4642      18.0722      35.6763      35.6763
      19.4764      18.0878      35.6954      35.6954
      19.4886      18.1033      35.7144      35.7144
      19.5008      18.1189      35.7335      35.7335
      19.5130      18.1345      35.7526      35.7526
      19.5251      18.1501      35.7716      35.7716
      19.5373      18.1657      35.7907      35.7907
      19.5495      18.1812      35.8098      35.8098
      19.5617      18.1968      35.8288      35.8288
      19.5739      18.2124      35.8479      35.8479
      19.5861      18.2280      35.8670      35.8670
      19.5982      18.2436      35.8860      35.8860
      19.6104      18.2591      35.9051      35.9051
      19.6226      18.2747      35.9242      35.9242
      19.6348      18.2903      35.9432      35.9432
      19.6470      18.3059      35.9623      35.9623
      19.6591      18.3215      35.9814      35.9814
      19.6713      18.3371      36.0004      36.0004
      19.6835      18.3526      36.0195      36.0195
      19.6957      18.3682      36.0386      36.0386
      19.7079      18.3838      36.0577      36.0577
      19.7201      18.3994      36.0767      36.0767
      19.7322      18.4150      36.0958      36.0958
      19.7444      18.4305      36.1149      36.1149
      19.7566      18.4461      36.1339      36.1339
