  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.22E-04  0.30E-04  0.30E-04  0.30E-04  0.30E-04  0.30E-04
  0.83E-04  0.90E-04  0.90E-04  0.90E-04  0.99E-04  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03
  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.93E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04
  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.84E-04  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.11E-03
  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03
  0.17E-03  0.17E-03  0.17E-03  0.17E-03  0.17E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.14E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03
  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.19E-03  0.20E-03  0.20E-03  0.20E-03  0.22E-03  0.26E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03
  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.34E-03  0.36E-03  0.36E-03  0.36E-03  0.39E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03
  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.43E-03  0.42E-03  0.42E-03  0.42E-03  0.39E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03
  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.27E-03  0.21E-03  0.19E-03  0.19E-03  0.19E-03  0.18E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03
  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04
  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.22E-04  0.30E-04  0.30E-04  0.30E-04  0.30E-04  0.30E-04  0.83E-04  0.90E-04  0.90E-04  0.90E-04  0.99E-04
  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.93E-04
  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.84E-04
  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.11E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03
  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.17E-03  0.17E-03  0.17E-03  0.17E-03  0.17E-03
  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.14E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03
  0.19E-03  0.20E-03  0.20E-03  0.20E-03  0.22E-03  0.26E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03
  0.34E-03  0.36E-03  0.36E-03  0.36E-03  0.39E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03
  0.43E-03  0.42E-03  0.42E-03  0.42E-03  0.39E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.27E-03
  0.21E-03  0.19E-03  0.19E-03  0.19E-03  0.18E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03
  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.22E-04
  0.30E-04  0.30E-04  0.30E-04  0.30E-04  0.30E-04  0.83E-04  0.90E-04  0.90E-04  0.90E-04  0.99E-04  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03
  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.93E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04
  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.84E-04  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.10E-03
  0.10E-03  0.10E-03  0.10E-03  0.10E-03  0.11E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03
  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.16E-03  0.17E-03  0.17E-03  0.17E-03  0.17E-03  0.17E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03
  0.14E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.19E-03  0.20E-03  0.20E-03  0.20E-03  0.22E-03
  0.26E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.28E-03  0.34E-03  0.36E-03  0.36E-03  0.36E-03  0.39E-03
  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.44E-03  0.43E-03  0.42E-03  0.42E-03  0.42E-03  0.39E-03
  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.30E-03  0.27E-03  0.21E-03  0.19E-03  0.19E-03  0.19E-03  0.18E-03
  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03
  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04  0.20E-04
  0.47E-04  0.50E-04  0.50E-04  0.50E-04  0.54E-04  0.66E-04  0.70E-04  0.70E-04  0.70E-04  0.70E-04  0.70E-04  0.70E-04  0.70E-04  0.70E-04  0.70E-04
  0.62E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.60E-04
  0.60E-04  0.60E-04  0.60E-04  0.60E-04  0.64E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.80E-04  0.87E-04
  0.10E-03  0.11E-03  0.11E-03  0.11E-03  0.11E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.13E-03  0.14E-03
  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.15E-03  0.11E-03  0.11E-03  0.11E-03  0.11E-03  0.11E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03  0.12E-03
