Cumulative emissions of NOx from lightning
At top of cloud (16km) 100% of NOx has been
emitted into the column. At surface (0km) 0%
of NOx has been emitted into the column.
Lee T. Murray, 20th April 2009
Taken from Table 2, Ott et al., submitted to JGR, 2009


------------------------------------------------------
     Tropical     Tropical  Midlatitude  Subtropical  
       Marine  Continental  Continental  Continental  
------------------------------------------------------
       6.1761       1.6829      12.5492       7.4696
       6.1990       1.6904      12.5816       7.4986
       6.2219       1.6978      12.6140       7.5276
       6.2447       1.7053      12.6464       7.5566
       6.2676       1.7127      12.6788       7.5856
       6.2904       1.7201      12.7112       7.6146
       6.3133       1.7276      12.7435       7.6436
       6.3361       1.7350      12.7759       7.6726
       6.3590       1.7425      12.8083       7.7017
       6.3818       1.7499      12.8407       7.7307
       6.4047       1.7573      12.8731       7.7597
       6.4275       1.7648      12.9055       7.7887
       6.4504       1.7722      12.9379       7.8177
       6.4732       1.7796      12.9702       7.8467
       6.4961       1.7871      13.0026       7.8757
       6.5189       1.7945      13.0350       7.9047
       6.5418       1.8020      13.0674       7.9337
       6.5646       1.8094      13.0998       7.9627
       6.5875       1.8168      13.1322       7.9917
       6.6103       1.8243      13.1646       8.0208
       6.6332       1.8317      13.1969       8.0498
       6.6560       1.8392      13.2293       8.0788
       6.6789       1.8466      13.2617       8.1078
       6.7017       1.8540      13.2941       8.1368
       6.7246       1.8615      13.3265       8.1658
       6.7474       1.8689      13.3589       8.1948
       6.7703       1.8764      13.3912       8.2238
       6.7931       1.8838      13.4236       8.2528
       6.8160       1.8912      13.4560       8.2818
       6.8388       1.8987      13.4884       8.3108
       6.8617       1.9061      13.5208       8.3399
       6.8845       1.9136      13.5532       8.3689
       6.9074       1.9210      13.5856       8.3979
       6.9302       1.9284      13.6179       8.4269
       6.9531       1.9359      13.6503       8.4559
       6.9759       1.9433      13.6827       8.4849
       6.9988       1.9508      13.7151       8.5139
       7.0216       1.9582      13.7475       8.5429
       7.0445       1.9656      13.7799       8.5719
       7.0673       1.9731      13.8123       8.6009
       7.0902       1.9805      13.8446       8.6299
       7.1130       1.9880      13.8770       8.6590
       7.1359       1.9954      13.9094       8.6880
       7.1587       2.0028      13.9418       8.7170
       7.1816       2.0103      13.9742       8.7460
       7.2044       2.0177      14.0066       8.7750
       7.2273       2.0252      14.0389       8.8040
       7.2501       2.0326      14.0713       8.8330
       7.2730       2.0400      14.1037       8.8620
       7.2958       2.0475      14.1361       8.8910
       7.3187       2.0549      14.1685       8.9200
       7.3415       2.0624      14.2009       8.9490
       7.3644       2.0698      14.2333       8.9781
       7.3872       2.0772      14.2656       9.0071
       7.4101       2.0847      14.2980       9.0361
       7.4329       2.0921      14.3304       9.0651
       7.4558       2.0996      14.3628       9.0941
       7.4786       2.1070      14.3952       9.1231
       7.5015       2.1144      14.4276       9.1521
       7.5244       2.1219      14.4600       9.1811
       7.5472       2.1293      14.4923       9.2101
       7.5701       2.1368      14.5247       9.2391
       7.5929       2.1442      14.5571       9.2681
       7.6158       2.1516      14.5895       9.2972
       7.6386       2.1591      14.6219       9.3262
       7.6615       2.1665      14.6543       9.3552
       7.6843       2.1740      14.6867       9.3842
       7.7072       2.1814      14.7190       9.4132
       7.7300       2.1888      14.7514       9.4422
       7.7529       2.1963      14.7838       9.4712
       7.7757       2.2037      14.8204       9.5002
       7.7986       2.2112      14.8611       9.5292
       7.8214       2.2186      14.9018       9.5582
       7.8443       2.2260      14.9425       9.5872
       7.8671       2.2335      14.9832       9.6163
       7.8900       2.2409      15.0239       9.6453
       7.9128       2.2484      15.0646       9.6743
       7.9357       2.2558      15.1053       9.7033
       7.9585       2.2632      15.1460       9.7323
       7.9814       2.2707      15.1867       9.7613
       8.0042       2.2781      15.2274       9.7903
       8.0271       2.2856      15.2681       9.8193
       8.0499       2.2930      15.3088       9.8483
       8.0728       2.3004      15.3495       9.8773
       8.0956       2.3079      15.3902       9.9063
       8.1185       2.3153      15.4309       9.9354
       8.1413       2.3228      15.4716       9.9644
       8.1642       2.3302      15.5123       9.9934
       8.1870       2.3376      15.5530      10.0224
       8.2099       2.3451      15.5937      10.0514
       8.2327       2.3525      15.6344      10.0804
       8.2556       2.3600      15.6751      10.1094
       8.2784       2.3674      15.7158      10.1384
       8.3013       2.3748      15.7565      10.1674
       8.3241       2.3823      15.7972      10.1964
       8.3470       2.3897      15.8379      10.2254
       8.3698       2.3972      15.8786      10.2545
       8.3927       2.4046      15.9193      10.2835
       8.4155       2.4120      15.9600      10.3125
       8.4384       2.4195      16.0007      10.3415
       8.4612       2.4269      16.0414      10.3705
       8.4841       2.4344      16.0821      10.3995
       8.5069       2.4418      16.1228      10.4285
       8.5298       2.4492      16.1635      10.4575
       8.5526       2.4567      16.2042      10.4865
       8.5755       2.4641      16.2449      10.5155
       8.5983       2.4716      16.2856      10.5445
       8.6212       2.4790      16.3263      10.5736
       8.6440       2.4864      16.3670      10.6026
       8.6669       2.4939      16.4077      10.6316
       8.6897       2.5013      16.4484      10.6606
       8.7126       2.5088      16.4891      10.6896
       8.7354       2.5162      16.5298      10.7186
       8.7583       2.5236      16.5705      10.7476
       8.7812       2.5311      16.6112      10.7766
       8.8040       2.5385      16.6519      10.8056
       8.8269       2.5460      16.6926      10.8346
       8.8497       2.5534      16.7333      10.8636
       8.8726       2.5608      16.7740      10.8927
       8.8954       2.5683      16.8147      10.9217
       8.9183       2.5757      16.8554      10.9507
       8.9411       2.5832      16.8961      10.9797
       8.9640       2.5906      16.9368      11.0087
       8.9868       2.5980      16.9775      11.0377
       9.0097       2.6055      17.0182      11.0667
       9.0325       2.6129      17.0589      11.0957
       9.0554       2.6204      17.0996      11.1247
       9.0782       2.6278      17.1403      11.1537
       9.1011       2.6352      17.1810      11.1827
       9.1239       2.6427      17.2217      11.2118
       9.1468       2.6501      17.2624      11.2408
       9.1696       2.6575      17.3031      11.2698
       9.1925       2.6650      17.3438      11.2988
       9.2153       2.6724      17.3845      11.3278
       9.2382       2.6799      17.4252      11.3568
       9.2610       2.6873      17.4659      11.3858
       9.2839       2.6947      17.5066      11.4148
       9.3084       2.7042      17.5473      11.4438
       9.3371       2.7186      17.5880      11.4728
       9.3658       2.7329      17.6287      11.5018
       9.3945       2.7473      17.6694      11.5309
       9.4232       2.7616      17.7101      11.5599
       9.4519       2.7760      17.7508      11.5889
       9.4806       2.7903      17.7915      11.6179
       9.5093       2.8047      17.8322      11.6469
       9.5380       2.8190      17.8729      11.6759
       9.5667       2.8334      17.9136      11.7049
       9.5954       2.8477      17.9543      11.7339
       9.6241       2.8621      17.9950      11.7629
       9.6528       2.8764      18.0357      11.7919
       9.6815       2.8907      18.0764      11.8209
       9.7102       2.9051      18.1171      11.8500
       9.7389       2.9194      18.1578      11.8790
       9.7676       2.9338      18.1985      11.9080
       9.7963       2.9481      18.2392      11.9370
       9.8250       2.9625      18.2799      11.9660
       9.8537       2.9768      18.3206      11.9950
       9.8824       2.9912      18.3613      12.0240
       9.9111       3.0055      18.4020      12.0530
       9.9398       3.0199      18.4427      12.0820
       9.9685       3.0342      18.4834      12.1110
       9.9972       3.0486      18.5241      12.1400
      10.0259       3.0629      18.5648      12.1691
      10.0545       3.0773      18.6055      12.1981
      10.0832       3.0916      18.6462      12.2271
      10.1119       3.1060      18.6869      12.2561
      10.1406       3.1203      18.7276      12.2851
      10.1693       3.1347      18.7683      12.3141
      10.1980       3.1490      18.8090      12.3431
      10.2267       3.1634      18.8497      12.3721
      10.2554       3.1777      18.8904      12.4011
      10.2841       3.1921      18.9311      12.4301
      10.3128       3.2064      18.9718      12.4591
      10.3415       3.2208      19.0125      12.4882
      10.3702       3.2351      19.0532      12.5172
      10.3989       3.2495      19.0939      12.5462
      10.4276       3.2638      19.1346      12.5752
      10.4563       3.2781      19.1753      12.6042
      10.4850       3.2925      19.2160      12.6332
      10.5137       3.3068      19.2567      12.6622
      10.5424       3.3212      19.2974      12.6912
      10.5711       3.3355      19.3381      12.7202
      10.5998       3.3499      19.3788      12.7492
      10.6285       3.3642      19.4195      12.7782
      10.6572       3.3786      19.4602      12.8096
      10.6859       3.3929      19.5009      12.8481
      10.7146       3.4073      19.5416      12.8867
      10.7433       3.4216      19.5823      12.9252
      10.7720       3.4360      19.6230      12.9637
      10.8007       3.4503      19.6637      13.0022
      10.8294       3.4647      19.7044      13.0407
      10.8580       3.4790      19.7451      13.0792
      10.8867       3.4934      19.7858      13.1177
      10.9154       3.5077      19.8265      13.1562
      10.9441       3.5221      19.8672      13.1947
      10.9728       3.5364      19.9079      13.2333
      11.0015       3.5508      19.9486      13.2718
      11.0302       3.5651      19.9893      13.3103
      11.0589       3.5795      20.0300      13.3488
      11.0876       3.5938      20.0707      13.3873
      11.1163       3.6082      20.1114      13.4258
      11.1450       3.6225      20.1521      13.4643
      11.1737       3.6369      20.1928      13.5028
      11.2024       3.6512      20.2335      13.5414
      11.2311       3.6656      20.2742      13.5799
      11.2598       3.6799      20.3149      13.6184
      11.2885       3.6942      20.3556      13.6569
      11.3172       3.7086      20.3963      13.6954
      11.3459       3.7229      20.4370      13.7339
      11.3746       3.7373      20.4777      13.7724
      11.4033       3.7516      20.5184      13.8109
      11.4320       3.7660      20.5591      13.8495
      11.4607       3.7803      20.5998      13.8880
      11.4894       3.7947      20.6405      13.9265
      11.5181       3.8090      20.6812      13.9650
      11.5468       3.8234      20.7219      14.0035
      11.5755       3.8377      20.7626      14.0420
      11.6042       3.8521      20.8033      14.0805
      11.6329       3.8664      20.8440      14.1190
      11.6616       3.8808      20.8847      14.1575
      11.6902       3.8951      20.9254      14.1961
      11.7189       3.9095      20.9661      14.2346
      11.7476       3.9238      21.0068      14.2731
      11.7763       3.9382      21.0475      14.3116
      11.8050       3.9525      21.0882      14.3501
      11.8337       3.9669      21.1289      14.3886
      11.8624       3.9812      21.1696      14.4271
      11.8911       3.9956      21.2103      14.4656
      11.9198       4.0099      21.2510      14.5042
      11.9485       4.0243      21.2917      14.5427
      11.9772       4.0386      21.3324      14.5812
      12.0059       4.0530      21.3731      14.6197
      12.0346       4.0673      21.4138      14.6582
      12.0633       4.0817      21.4545      14.6967
      12.0920       4.0960      21.4952      14.7352
      12.1207       4.1103      21.5359      14.7737
      12.1494       4.1247      21.5766      14.8123
      12.1781       4.1390      21.6173      14.8508
      12.2068       4.1534      21.6580      14.8893
      12.2355       4.1677      21.6987      14.9278
      12.2642       4.1821      21.7394      14.9663
      12.2929       4.1964      21.7801      15.0048
      12.3216       4.2108      21.8208      15.0433
      12.3503       4.2251      21.8615      15.0818
      12.3790       4.2395      21.9022      15.1204
      12.4077       4.2538      21.9429      15.1589
      12.4364       4.2682      21.9836      15.1974
      12.4651       4.2825      22.0243      15.2359
      12.4937       4.2969      22.0650      15.2744
      12.5224       4.3112      22.1057      15.3129
      12.5511       4.3256      22.1464      15.3514
      12.5798       4.3399      22.1871      15.3899
      12.6085       4.3543      22.2278      15.4284
      12.6372       4.3686      22.2685      15.4670
      12.6659       4.3830      22.3092      15.5055
      12.6946       4.3973      22.3499      15.5440
      12.7233       4.4117      22.3906      15.5825
      12.7520       4.4260      22.4313      15.6210
      12.7807       4.4404      22.4720      15.6595
      12.8094       4.4547      22.5127      15.6980
      12.8381       4.4691      22.5534      15.7365
      12.8668       4.4834      22.5941      15.7751
      12.8955       4.4977      22.6348      15.8136
      12.9242       4.5121      22.6755      15.8521
      12.9529       4.5264      22.7162      15.8906
      12.9816       4.5408      22.7569      15.9291
      13.0103       4.5551      22.7976      15.9676
      13.0390       4.5695      22.8383      16.0061
      13.0677       4.5838      22.8790      16.0446
      13.0964       4.5982      22.9197      16.0832
      13.1251       4.6125      22.9604      16.1217
      13.1538       4.6269      23.0011      16.1602
      13.1825       4.6412      23.0418      16.1987
      13.2112       4.6556      23.0825      16.2372
      13.2399       4.6699      23.1232      16.2757
      13.2686       4.6843      23.1639      16.3142
      13.2972       4.6986      23.2046      16.3527
      13.3259       4.7130      23.2453      16.3912
      13.3546       4.7273      23.2860      16.4298
      13.3833       4.7417      23.3267      16.4683
      13.4120       4.7560      23.3674      16.5068
      13.4407       4.7704      23.4081      16.5453
      13.4694       4.7847      23.4488      16.5838
      13.4981       4.7991      23.4895      16.6223
      13.5268       4.8134      23.5302      16.6608
      13.5555       4.8278      23.5709      16.6993
      13.5842       4.8421      23.6116      16.7379
      13.6129       4.8565      23.6523      16.7764
      13.6416       4.8708      23.6930      16.8149
      13.6703       4.8852      23.7337      16.8534
      13.6990       4.8995      23.7744      16.8919
      13.7277       4.9138      23.8151      16.9304
      13.7564       4.9282      23.8558      16.9689
      13.7851       4.9425      23.8965      17.0074
      13.8138       4.9569      23.9372      17.0460
      13.8425       4.9712      23.9779      17.0845
      13.8712       4.9856      24.0186      17.1230
      13.8999       4.9999      24.0593      17.1615
      13.9286       5.0143      24.1000      17.2000
      13.9573       5.0286      24.1464      17.2385
      13.9860       5.0430      24.1928      17.2770
      14.0147       5.0573      24.2392      17.3155
      14.0434       5.0717      24.2856      17.3540
      14.0721       5.0860      24.3319      17.3926
      14.1008       5.1004      24.3783      17.4311
      14.1294       5.1147      24.4247      17.4696
      14.1581       5.1291      24.4711      17.5081
      14.1868       5.1434      24.5175      17.5466
      14.2155       5.1578      24.5639      17.5851
      14.2442       5.1721      24.6103      17.6236
      14.2729       5.1865      24.6567      17.6621
      14.3016       5.2008      24.7031      17.7007
      14.3303       5.2152      24.7495      17.7392
      14.3590       5.2295      24.7958      17.7777
      14.3877       5.2439      24.8422      17.8162
      14.4164       5.2582      24.8886      17.8547
      14.4451       5.2726      24.9350      17.8932
      14.4738       5.2869      24.9814      17.9317
      14.5025       5.3013      25.0278      17.9702
      14.5312       5.3156      25.0742      18.0088
      14.5599       5.3299      25.1206      18.0473
      14.5886       5.3443      25.1670      18.0858
      14.6173       5.3586      25.2133      18.1243
      14.6460       5.3730      25.2597      18.1628
      14.6747       5.3873      25.3061      18.2013
      14.7042       5.4025      25.3525      18.2398
      14.7398       5.4238      25.3989      18.2783
      14.7754       5.4450      25.4453      18.3168
      14.8110       5.4663      25.4917      18.3554
      14.8466       5.4875      25.5381      18.3939
      14.8822       5.5088      25.5845      18.4324
      14.9178       5.5300      25.6309      18.4709
      14.9534       5.5513      25.6772      18.5094
      14.9890       5.5726      25.7236      18.5479
      15.0246       5.5938      25.7700      18.5864
      15.0602       5.6151      25.8164      18.6249
      15.0958       5.6363      25.8628      18.6635
      15.1314       5.6576      25.9092      18.7020
      15.1671       5.6788      25.9556      18.7405
      15.2027       5.7001      26.0020      18.7790
      15.2383       5.7214      26.0484      18.8175
      15.2739       5.7426      26.0947      18.8560
      15.3095       5.7639      26.1411      18.8945
      15.3451       5.7851      26.1875      18.9330
      15.3807       5.8064      26.2339      18.9716
      15.4163       5.8276      26.2803      19.0101
      15.4519       5.8489      26.3267      19.0486
      15.4875       5.8701      26.3731      19.0871
      15.5231       5.8914      26.4195      19.1256
      15.5587       5.9127      26.4659      19.1641
      15.5943       5.9339      26.5123      19.2026
      15.6299       5.9552      26.5586      19.2411
      15.6655       5.9764      26.6050      19.2796
      15.7011       5.9977      26.6514      19.3182
      15.7367       6.0189      26.6978      19.3567
      15.7723       6.0402      26.7442      19.3952
      15.8079       6.0615      26.7906      19.4337
      15.8435       6.0827      26.8370      19.4722
      15.8791       6.1040      26.8834      19.5107
      15.9148       6.1252      26.9298      19.5492
      15.9504       6.1465      26.9761      19.5877
      15.9860       6.1677      27.0225      19.6263
      16.0216       6.1890      27.0689      19.6648
      16.0572       6.2103      27.1153      19.7033
      16.0928       6.2315      27.1617      19.7418
      16.1284       6.2528      27.2081      19.7803
      16.1640       6.2740      27.2545      19.8188
      16.1996       6.2953      27.3009      19.8573
      16.2352       6.3165      27.3473      19.8958
      16.2708       6.3378      27.3937      19.9344
      16.3064       6.3590      27.4400      19.9729
      16.3420       6.3803      27.4864      20.0114
      16.3776       6.4016      27.5328      20.0499
      16.4132       6.4228      27.5792      20.0884
      16.4488       6.4441      27.6256      20.1269
      16.4844       6.4653      27.6720      20.1654
      16.5200       6.4866      27.7184      20.2039
      16.5556       6.5078      27.7648      20.2425
      16.5912       6.5291      27.8112      20.2810
      16.6269       6.5504      27.8575      20.3195
      16.6625       6.5716      27.9039      20.3580
      16.6981       6.5929      27.9503      20.3965
      16.7337       6.6141      27.9967      20.4350
      16.7693       6.6354      28.0431      20.4735
      16.8049       6.6566      28.0895      20.5145
      16.8405       6.6779      28.1359      20.5611
      16.8761       6.6992      28.1823      20.6076
      16.9117       6.7204      28.2287      20.6541
      16.9473       6.7417      28.2751      20.7006
      16.9829       6.7629      28.3214      20.7471
      17.0185       6.7842      28.3678      20.7936
      17.0541       6.8054      28.4142      20.8401
      17.0897       6.8267      28.4606      20.8867
      17.1253       6.8480      28.5070      20.9332
      17.1609       6.8692      28.5534      20.9797
      17.1965       6.8905      28.5998      21.0262
      17.2321       6.9117      28.6462      21.0727
      17.2677       6.9330      28.6926      21.1192
      17.3033       6.9542      28.7389      21.1657
      17.3389       6.9755      28.7853      21.2123
      17.3746       6.9967      28.8317      21.2588
      17.4102       7.0180      28.8781      21.3053
      17.4458       7.0393      28.9245      21.3518
      17.4814       7.0605      28.9709      21.3983
      17.5170       7.0818      29.0173      21.4448
      17.5526       7.1030      29.0637      21.4913
      17.5882       7.1243      29.1101      21.5379
      17.6238       7.1455      29.1565      21.5844
      17.6594       7.1668      29.2028      21.6309
      17.6950       7.1881      29.2492      21.6774
      17.7306       7.2093      29.2956      21.7239
      17.7662       7.2306      29.3420      21.7704
      17.8018       7.2518      29.3884      21.8169
      17.8374       7.2731      29.4348      21.8635
      17.8730       7.2943      29.4812      21.9100
      17.9086       7.3156      29.5276      21.9565
      17.9442       7.3369      29.5740      22.0030
      17.9798       7.3581      29.6204      22.0495
      18.0154       7.3794      29.6667      22.0960
      18.0510       7.4006      29.7131      22.1425
      18.0867       7.4219      29.7595      22.1891
      18.1223       7.4431      29.8059      22.2356
      18.1579       7.4644      29.8523      22.2821
      18.1935       7.4857      29.8987      22.3286
      18.2291       7.5069      29.9451      22.3751
      18.2647       7.5282      29.9915      22.4216
      18.3003       7.5494      30.0379      22.4681
      18.3359       7.5707      30.0842      22.5147
      18.3715       7.5919      30.1306      22.5612
      18.4071       7.6132      30.1770      22.6077
      18.4427       7.6344      30.2234      22.6542
      18.4783       7.6557      30.2698      22.7007
      18.5139       7.6770      30.3162      22.7472
      18.5495       7.6982      30.3626      22.7937
      18.5851       7.7195      30.4090      22.8403
      18.6207       7.7407      30.4554      22.8868
      18.6563       7.7620      30.5018      22.9333
      18.6919       7.7832      30.5481      22.9798
      18.7275       7.8045      30.5945      23.0263
      18.7631       7.8258      30.6409      23.0728
      18.7987       7.8470      30.6873      23.1193
      18.8344       7.8683      30.7337      23.1659
      18.8700       7.8895      30.7801      23.2124
      18.9056       7.9108      30.8265      23.2589
      18.9412       7.9320      30.8729      23.3054
      18.9768       7.9533      30.9193      23.3519
      19.0124       7.9746      30.9656      23.3984
      19.0480       7.9958      31.0120      23.4450
      19.0836       8.0171      31.0584      23.4915
      19.1192       8.0383      31.1048      23.5380
      19.1548       8.0596      31.1512      23.5845
      19.1904       8.0808      31.1976      23.6310
      19.2260       8.1021      31.2440      23.6775
      19.2616       8.1234      31.2904      23.7240
      19.2972       8.1446      31.3368      23.7706
      19.3328       8.1659      31.3832      23.8171
      19.3684       8.1871      31.4295      23.8636
      19.4040       8.2084      31.4759      23.9101
      19.4396       8.2296      31.5223      23.9566
      19.4752       8.2509      31.5687      24.0031
      19.5108       8.2721      31.6151      24.0496
      19.5465       8.2934      31.6615      24.0962
      19.5821       8.3147      31.7079      24.1427
      19.6177       8.3359      31.7543      24.1892
      19.6533       8.3572      31.8007      24.2357
      19.6889       8.3784      31.8470      24.2822
      19.7245       8.3997      31.8934      24.3287
      19.7601       8.4209      31.9398      24.3752
      19.7957       8.4422      31.9862      24.4218
      19.8313       8.4635      32.0326      24.4683
      19.8669       8.4847      32.0790      24.5148
      19.9025       8.5060      32.1254      24.5613
      19.9381       8.5272      32.1718      24.6078
      19.9737       8.5485      32.2182      24.6543
      20.0093       8.5697      32.2646      24.7008
      20.0449       8.5910      32.3109      24.7474
      20.0805       8.6123      32.3573      24.7939
      20.1161       8.6335      32.4037      24.8404
      20.1517       8.6548      32.4501      24.8869
      20.1873       8.6760      32.4965      24.9334
      20.2229       8.6973      32.5429      24.9799
      20.2585       8.7185      32.5893      25.0264
      20.2942       8.7398      32.6357      25.0730
      20.3298       8.7611      32.6821      25.1195
      20.3654       8.7823      32.7284      25.1660
      20.4010       8.8036      32.7748      25.2125
      20.4366       8.8248      32.8212      25.2590
      20.4722       8.8461      32.8676      25.3055
      20.5078       8.8673      32.9140      25.3520
      20.5434       8.8886      32.9604      25.3986
      20.5790       8.9098      33.0068      25.4451
      20.6146       8.9311      33.0532      25.4916
      20.6502       8.9524      33.0996      25.5381
      20.6858       8.9736      33.1460      25.5846
      20.7214       8.9949      33.1923      25.6311
      20.7570       9.0161      33.2387      25.6776
      20.7926       9.0374      33.2851      25.7242
      20.8282       9.0586      33.3315      25.7707
      20.8638       9.0799      33.3779      25.8172
      20.8994       9.1012      33.4243      25.8637
      20.9350       9.1224      33.4707      25.9102
      20.9706       9.1437      33.5171      25.9567
      21.0063       9.1649      33.5635      26.0033
      21.0419       9.1862      33.6098      26.0498
      21.0775       9.2074      33.6562      26.0963
      21.1131       9.2287      33.7026      26.1428
      21.1487       9.2500      33.7490      26.1893
      21.1843       9.2712      33.7954      26.2358
      21.2199       9.2925      33.8418      26.2823
      21.2555       9.3137      33.8882      26.3289
      21.2911       9.3350      33.9346      26.3754
      21.3267       9.3562      33.9810      26.4219
      21.3623       9.3775      34.0274      26.4684
      21.3979       9.3987      34.0737      26.5149
      21.4385       9.4250      34.1201      26.5614
      21.4794       9.4516      34.1665      26.6079
      21.5204       9.4781      34.2129      26.6545
      21.5613       9.5047      34.2593      26.7010
      21.6022       9.5313      34.3057      26.7475
      21.6431       9.5579      34.3521      26.7940
      21.6840       9.5844      34.3985      26.8405
      21.7249       9.6110      34.4449      26.8870
      21.7659       9.6376      34.4912      26.9335
      21.8068       9.6641      34.5376      26.9801
      21.8477       9.6907      34.5840      27.0266
      21.8886       9.7173      34.6304      27.0731
      21.9295       9.7439      34.6768      27.1196
      21.9705       9.7704      34.7249      27.1661
      22.0114       9.7970      34.7748      27.2126
      22.0523       9.8236      34.8247      27.2591
      22.0932       9.8501      34.8746      27.3057
      22.1341       9.8767      34.9245      27.3522
      22.1751       9.9033      34.9744      27.3987
      22.2160       9.9299      35.0243      27.4452
      22.2569       9.9564      35.0742      27.4917
      22.2978       9.9830      35.1241      27.5382
      22.3387      10.0096      35.1740      27.5847
      22.3796      10.0361      35.2239      27.6313
      22.4206      10.0627      35.2737      27.6778
      22.4615      10.0893      35.3236      27.7243
      22.5024      10.1158      35.3735      27.7708
      22.5433      10.1424      35.4234      27.8173
      22.5842      10.1690      35.4733      27.8638
      22.6252      10.1956      35.5232      27.9103
      22.6661      10.2221      35.5731      27.9569
      22.7070      10.2487      35.6230      28.0034
      22.7479      10.2753      35.6729      28.0499
      22.7888      10.3018      35.7228      28.0964
      22.8298      10.3284      35.7726      28.1429
      22.8707      10.3550      35.8225      28.1894
      22.9116      10.3816      35.8724      28.2359
      22.9525      10.4081      35.9223      28.2825
      22.9934      10.4347      35.9722      28.3290
      23.0344      10.4613      36.0221      28.3755
      23.0753      10.4878      36.0720      28.4220
      23.1162      10.5144      36.1219      28.4685
      23.1571      10.5410      36.1718      28.5150
      23.1980      10.5676      36.2217      28.5616
      23.2389      10.5941      36.2716      28.6081
      23.2799      10.6207      36.3214      28.6546
      23.3208      10.6473      36.3713      28.7011
      23.3617      10.6738      36.4212      28.7476
      23.4026      10.7004      36.4711      28.7941
      23.4435      10.7270      36.5210      28.8406
      23.4845      10.7535      36.5709      28.8872
      23.5254      10.7801      36.6208      28.9337
      23.5663      10.8067      36.6707      28.9802
      23.6072      10.8333      36.7206      29.0267
      23.6481      10.8598      36.7705      29.0732
      23.6891      10.8864      36.8204      29.1197
      23.7300      10.9130      36.8702      29.1662
      23.7709      10.9395      36.9201      29.2128
      23.8118      10.9661      36.9700      29.2593
      23.8527      10.9927      37.0199      29.3058
      23.8937      11.0193      37.0698      29.3523
      23.9346      11.0458      37.1197      29.3988
      23.9755      11.0724      37.1696      29.4453
      24.0164      11.0990      37.2195      29.4918
      24.0573      11.1255      37.2694      29.5384
      24.0982      11.1521      37.3193      29.5849
      24.1392      11.1787      37.3691      29.6314
      24.1801      11.2053      37.4190      29.6779
      24.2210      11.2318      37.4689      29.7244
      24.2619      11.2584      37.5188      29.7709
      24.3028      11.2850      37.5687      29.8197
      24.3438      11.3115      37.6186      29.8722
      24.3847      11.3381      37.6685      29.9247
      24.4256      11.3647      37.7184      29.9772
      24.4665      11.3912      37.7683      30.0298
      24.5074      11.4178      37.8182      30.0823
      24.5484      11.4444      37.8681      30.1348
      24.5893      11.4710      37.9179      30.1873
      24.6302      11.4975      37.9678      30.2398
      24.6711      11.5241      38.0177      30.2923
      24.7120      11.5507      38.0676      30.3449
      24.7530      11.5772      38.1175      30.3974
      24.7939      11.6038      38.1674      30.4499
      24.8348      11.6304      38.2173      30.5024
      24.8757      11.6570      38.2672      30.5549
      24.9166      11.6835      38.3171      30.6074
      24.9575      11.7101      38.3670      30.6600
      24.9985      11.7367      38.4168      30.7125
      25.0394      11.7632      38.4667      30.7650
      25.0803      11.7898      38.5166      30.8175
      25.1212      11.8164      38.5665      30.8700
      25.1621      11.8430      38.6164      30.9225
      25.2031      11.8695      38.6663      30.9751
      25.2440      11.8961      38.7162      31.0276
      25.2849      11.9227      38.7661      31.0801
      25.3258      11.9492      38.8160      31.1326
      25.3667      11.9758      38.8659      31.1851
      25.4077      12.0024      38.9158      31.2376
      25.4486      12.0289      38.9656      31.2902
      25.4895      12.0555      39.0155      31.3427
      25.5304      12.0821      39.0654      31.3952
      25.5713      12.1087      39.1153      31.4477
      25.6123      12.1352      39.1652      31.5002
      25.6532      12.1618      39.2151      31.5527
      25.6941      12.1884      39.2650      31.6053
      25.7350      12.2149      39.3149      31.6578
      25.7759      12.2415      39.3648      31.7103
      25.8168      12.2681      39.4147      31.7628
      25.8578      12.2947      39.4646      31.8153
      25.8987      12.3212      39.5144      31.8678
      25.9396      12.3478      39.5643      31.9204
      25.9805      12.3744      39.6142      31.9729
      26.0214      12.4009      39.6641      32.0254
      26.0624      12.4275      39.7140      32.0779
      26.1033      12.4541      39.7639      32.1304
      26.1442      12.4807      39.8138      32.1829
      26.1851      12.5072      39.8637      32.2354
      26.2260      12.5338      39.9136      32.2880
      26.2670      12.5604      39.9635      32.3405
      26.3079      12.5869      40.0133      32.3930
      26.3488      12.6135      40.0632      32.4455
      26.3897      12.6401      40.1131      32.4980
      26.4306      12.6666      40.1630      32.5505
      26.4716      12.6932      40.2129      32.6031
      26.5125      12.7198      40.2628      32.6556
      26.5534      12.7464      40.3127      32.7081
      26.5943      12.7729      40.3626      32.7606
      26.6352      12.7995      40.4125      32.8131
      26.6761      12.8261      40.4624      32.8656
      26.7171      12.8526      40.5123      32.9182
      26.7580      12.8792      40.5621      32.9707
      26.7989      12.9058      40.6120      33.0232
      26.8398      12.9324      40.6619      33.0757
      26.8807      12.9589      40.7118      33.1282
      26.9217      12.9855      40.7617      33.1807
      26.9626      13.0121      40.8116      33.2333
      27.0035      13.0386      40.8615      33.2858
      27.0444      13.0652      40.9114      33.3383
      27.0853      13.0918      40.9613      33.3908
      27.1263      13.1183      41.0112      33.4433
      27.1672      13.1449      41.0611      33.4958
      27.2081      13.1715      41.1109      33.5484
      27.2490      13.1981      41.1608      33.6009
      27.2899      13.2246      41.2107      33.6534
