T319_L60: mean PSF ((P(I,J),I=1,640),J=1,320), YEAR 2005 2006  DAY   1   0
  690.50  690.42  690.33  690.24  690.15  690.06  689.97  689.87  689.78  689.68
  689.59  689.49  689.39  689.29  689.19  689.09  688.99  688.88  688.78  688.67
  688.57  688.46  688.35  688.24  688.13  688.02  687.91  687.80  687.68  687.57
  687.45  687.34  687.22  687.11  686.99  686.87  686.75  686.63  686.51  686.39
  686.27  686.15  686.03  685.91  685.78  685.66  685.54  685.41  685.29  685.17
  685.04  684.92  684.79  684.67  684.54  684.42  684.29  684.17  684.04  683.92
  683.79  683.67  683.54  683.42  683.30  683.17  683.05  682.92  682.80  682.68
  682.56  682.43  682.31  682.19  682.07  681.95  681.83  681.71  681.59  681.48
  681.36  681.24  681.13  681.01  680.90  680.79  680.68  680.57  680.45  680.35
  680.24  680.13  680.02  679.92  679.81  679.71  679.61  679.51  679.41  679.31
  679.21  679.12  679.02  678.93  678.84  678.75  678.66  678.57  678.48  678.39
  678.31  678.23  678.15  678.06  677.99  677.91  677.83  677.76  677.68  677.61
  677.54  677.47  677.40  677.34  677.27  677.21  677.15  677.09  677.03  676.97
  676.91  676.86  676.80  676.75  676.70  676.65  676.60  676.55  676.51  676.46
  676.42  676.38  676.34  676.30  676.26  676.23  676.19  676.16  676.12  676.09
  676.06  676.03  676.00  675.98  675.95  675.93  675.90  675.88  675.86  675.84
  675.82  675.80  675.78  675.76  675.74  675.73  675.71  675.70  675.69  675.68
  675.67  675.65  675.64  675.64  675.63  675.62  675.61  675.61  675.60  675.59
  675.59  675.59  675.58  675.58  675.58  675.57  675.57  675.57  675.57  675.57
  675.57  675.57  675.57  675.57  675.58  675.58  675.58  675.58  675.58  675.59
  675.59  675.59  675.60  675.60  675.61  675.61  675.62  675.62  675.63  675.63
  675.64  675.64  675.65  675.65  675.66  675.67  675.67  675.68  675.68  675.69
  675.70  675.70  675.71  675.72  675.73  675.73  675.74  675.75  675.76  675.76
  675.77  675.78  675.79  675.80  675.80  675.81  675.82  675.83  675.84  675.85
  675.86  675.87  675.88  675.89  675.90  675.91  675.92  675.93  675.94  675.95
  675.96  675.98  675.99  676.00  676.01  676.02  676.04  676.05  676.06  676.08
  676.09  676.11  676.12  676.14  676.15  676.17  676.19  676.20  676.22  676.24
  676.26  676.27  676.29  676.31  676.33  676.35  676.37  676.40  676.42  676.44
  676.46  676.49  676.51  676.54  676.56  676.59  676.61  676.64  676.67  676.70
  676.73  676.75  676.79  676.82  676.85  676.88  676.91  676.95  676.98  677.02
  677.05  677.09  677.13  677.16  677.20  677.24  677.28  677.32  677.36  677.41
  677.45  677.49  677.54  677.58  677.63  677.68  677.73  677.78  677.82  677.88
  677.93  677.98  678.03  678.08  678.14  678.19  678.25  678.31  678.36  678.42
  678.48  678.54  678.60  678.66  678.73  678.79  678.85  678.92  678.98  679.05
  679.12  679.18  679.25  679.32  679.39  679.46  679.53  679.60  679.67  679.75
  679.82  679.90  679.97  680.05  680.12  680.20  680.28  680.35  680.43  680.51
  680.59  680.67  680.75  680.83  680.92  681.00  681.08  681.16  681.25  681.33
  681.42  681.50  681.59  681.67  681.76  681.84  681.93  682.02  682.11  682.19
  682.28  682.37  682.46  682.55  682.64  682.73  682.82  682.91  683.00  683.09
  683.18  683.27  683.36  683.45  683.54  683.63  683.72  683.81  683.90  684.00
  684.09  684.18  684.27  684.36  684.45  684.55  684.64  684.73  684.82  684.91
  685.00  685.09  685.19  685.28  685.37  685.46  685.55  685.64  685.73  685.82
  685.91  686.00  686.09  686.18  686.27  686.36  686.45  686.54  686.63  686.72
  686.81  686.89  686.98  687.07  687.16  687.24  687.33  687.42  687.50  687.59
  687.67  687.76  687.84  687.93  688.01  688.10  688.18  688.26  688.35  688.43
  688.51  688.59  688.67  688.75  688.83  688.91  688.99  689.07  689.15  689.22
  689.30  689.38  689.45  689.53  689.60  689.68  689.75  689.83  689.90  689.97
  690.04  690.11  690.19  690.26  690.32  690.39  690.46  690.53  690.60  690.66
  690.73  690.79  690.86  690.92  690.98  691.05  691.11  691.17  691.23  691.29
  691.35  691.41  691.47  691.52  691.58  691.63  691.69  691.74  691.80  691.85
  691.90  691.95  692.00  692.05  692.10  692.15  692.20  692.25  692.29  692.34
  692.38  692.43  692.47  692.51  692.55  692.59  692.63  692.67  692.71  692.75
  692.79  692.82  692.86  692.89  692.93  692.96  692.99  693.03  693.06  693.09
